Shipment_ID,PO_ID,Vendor_ID,Hospital_ID,Planned_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Received_Quantity,Damaged_Quantity,Delivery_Variance_Days,Delivery_Status,Transport_Mode,Receiving_Status
SHP000535,PO000535,V001,H004,2023-02-13,2023-02-18,482,476,6,5,Delayed,Road,Quality Inspection
SHP000536,PO000536,V003,H002,2024-09-20,2024-09-19,320,320,0,-1,Early,Road,Closed
SHP000537,PO000537,V012,H003,2025-08-04,2025-08-09,188,188,0,5,Delayed,Air,Closed
SHP000538,PO000538,V006,H002,2023-08-06,2023-08-08,328,324,4,2,Delayed,Road,Received
SHP000539,PO000539,V005,H003,2023-08-27,2023-08-30,58,58,0,3,Delayed,Road,Closed
SHP000540,PO000540,V004,H002,2024-06-10,2024-06-14,89,88,1,4,Delayed,Road,Received
SHP000541,PO000541,V010,H002,2025-08-08,2025-08-12,396,391,5,4,Delayed,Road,Closed
SHP000542,PO000542,V009,H001,2025-07-23,2025-07-23,454,453,1,0,Delivered,Road,Quality Inspection
SHP000543,PO000543,V009,H001,2025-09-28,2025-09-26,100,99,1,-2,Early,Road,Received
SHP000544,PO000544,V010,H005,2024-11-04,2024-11-07,359,353,6,3,Delayed,Air,Quality Inspection
SHP000545,PO000545,V002,H004,2025-04-04,2025-04-02,374,370,4,-2,Early,Road,Quality Inspection
SHP000546,PO000546,V010,H004,2025-11-29,2025-12-04,166,164,2,5,Delayed,Road,Quality Inspection
SHP000547,PO000547,V005,H003,2024-03-26,2024-03-30,145,143,2,4,Delayed,Road,Quality Inspection
SHP000548,PO000548,V008,H003,2023-09-16,2023-09-15,445,441,4,-1,Early,Road,Closed
SHP000549,PO000549,V004,H004,2025-05-21,2025-05-20,92,91,1,-1,Early,Road,Closed
SHP000550,PO000550,V003,H003,2024-02-19,2024-02-19,428,422,6,0,Delivered,Road,Received
SHP000551,PO000551,V001,H005,2024-09-03,2024-09-02,52,51,1,-1,Early,Road,Quality Inspection
SHP000552,PO000552,V009,H005,2025-03-19,2025-03-18,117,117,0,-1,Early,Road,Quality Inspection
SHP000553,PO000553,V010,H002,2025-05-17,2025-05-21,102,102,0,4,Delayed,Road,Closed
SHP000554,PO000554,V001,H002,2024-04-13,2024-04-12,355,350,5,-1,Early,Air,Received
SHP000555,PO000555,V002,H005,2024-01-09,2024-01-11,261,258,3,2,Delayed,Road,Closed
SHP000556,PO000556,V011,H004,2023-04-09,2023-04-10,342,338,4,1,Delayed,Road,Quality Inspection
SHP000557,PO000557,V006,H004,2023-01-30,2023-01-30,121,120,1,0,Delivered,Road,Quality Inspection
SHP000558,PO000558,V008,H001,2024-11-13,2024-11-13,82,82,0,0,Delivered,Road,Quality Inspection
SHP000559,PO000559,V011,H001,2024-10-27,2024-10-29,297,297,0,2,Delayed,Road,Received
SHP000560,PO000560,V003,H004,2025-04-11,2025-04-16,354,351,3,5,Delayed,Road,Received
SHP000561,PO000561,V004,H002,2025-01-14,2025-01-16,53,52,1,2,Delayed,Road,Closed
SHP000562,PO000562,V009,H003,2024-12-21,2024-12-25,461,456,5,4,Delayed,Road,Quality Inspection
SHP000563,PO000563,V003,H005,2024-10-24,2024-10-24,203,201,2,0,Delivered,Road,Closed
SHP000564,PO000564,V001,H004,2025-12-01,2025-12-02,295,293,2,1,Delayed,Road,Quality Inspection
SHP000565,PO000565,V004,H003,2025-11-24,2025-11-27,199,196,3,3,Delayed,Air,Received
SHP000566,PO000566,V001,H004,2024-03-14,2024-03-17,242,240,2,3,Delayed,Air,Quality Inspection
SHP000567,PO000567,V001,H002,2023-11-18,2023-11-21,108,106,2,3,Delayed,Road,Closed
SHP000568,PO000568,V007,H001,2023-05-17,2023-05-17,399,399,0,0,Delivered,Air,Quality Inspection
SHP000569,PO000569,V012,H001,2025-04-30,2025-05-01,274,272,2,1,Delayed,Air,Received
SHP000570,PO000570,V011,H005,2025-03-23,2025-03-27,394,387,7,4,Delayed,Road,Quality Inspection
SHP000571,PO000571,V007,H003,2023-06-23,2023-06-24,179,178,1,1,Delayed,Road,Quality Inspection
SHP000572,PO000572,V007,H002,2024-08-24,2024-08-23,279,275,4,-1,Early,Road,Quality Inspection
SHP000573,PO000573,V001,H004,2023-11-24,2023-11-28,328,328,0,4,Delayed,Road,Quality Inspection
SHP000574,PO000574,V006,H004,2024-09-20,2024-09-19,105,105,0,-1,Early,Road,Quality Inspection
SHP000575,PO000575,V003,H004,2023-04-01,2023-04-01,381,381,0,0,Delivered,Road,Closed
SHP000576,PO000576,V002,H004,2024-03-16,2024-03-20,435,430,5,4,Delayed,Air,Quality Inspection
SHP000577,PO000577,V010,H001,2024-01-26,2024-01-25,55,55,0,-1,Early,Road,Closed
SHP000578,PO000578,V006,H003,2023-06-17,2023-06-18,278,276,2,1,Delayed,Road,Closed
SHP000579,PO000579,V009,H005,2025-01-13,2025-01-13,226,226,0,0,Delivered,Road,Quality Inspection
SHP000580,PO000580,V011,H001,2024-10-27,2024-10-31,93,93,0,4,Delayed,Air,Closed
SHP000581,PO000581,V002,H003,2025-01-26,2025-01-26,228,226,2,0,Delivered,Road,Received
SHP000582,PO000582,V011,H001,2025-06-27,2025-07-02,228,225,3,5,Delayed,Road,Closed
SHP000583,PO000583,V005,H005,2025-08-26,2025-08-31,213,213,0,5,Delayed,Road,Closed
SHP000584,PO000584,V001,H004,2023-06-24,2023-06-23,61,60,1,-1,Early,Road,Closed
SHP000585,PO000585,V005,H003,2023-03-01,2023-03-01,429,426,3,0,Delivered,Road,Closed
SHP000586,PO000586,V001,H005,2025-08-31,2025-08-31,219,215,4,0,Delivered,Road,Quality Inspection
SHP000587,PO000587,V011,H003,2025-08-24,2025-08-25,458,452,6,1,Delayed,Road,Received
SHP000588,PO000588,V005,H002,2025-12-09,2025-12-13,252,252,0,4,Delayed,Road,Received
SHP000589,PO000589,V011,H003,2025-01-19,2025-01-24,353,347,6,5,Delayed,Road,Closed
SHP000590,PO000590,V004,H005,2024-04-30,2024-05-01,155,153,2,1,Delayed,Road,Received
SHP000591,PO000591,V006,H001,2025-09-06,2025-09-05,459,451,8,-1,Early,Road,Quality Inspection
SHP000592,PO000592,V006,H005,2025-12-21,2025-12-22,284,284,0,1,Delayed,Road,Quality Inspection
SHP000593,PO000593,V008,H005,2025-03-08,2025-03-11,355,349,6,3,Delayed,Road,Closed
SHP000594,PO000594,V012,H002,2025-01-08,2025-01-07,228,226,2,-1,Early,Air,Closed
SHP000595,PO000595,V011,H001,2025-07-04,2025-07-04,466,462,4,0,Delivered,Air,Closed
SHP000596,PO000596,V011,H005,2023-11-19,2023-11-18,394,392,2,-1,Early,Road,Received
SHP000597,PO000597,V008,H003,2025-05-21,2025-05-23,109,109,0,2,Delayed,Road,Received
SHP000598,PO000598,V002,H001,2023-12-07,2023-12-11,264,260,4,4,Delayed,Road,Quality Inspection
SHP000599,PO000599,V012,H004,2025-12-01,2025-12-05,145,144,1,4,Delayed,Road,Closed
SHP000600,PO000600,V007,H001,2023-03-05,2023-03-05,334,333,1,0,Delivered,Road,Received
SHP000601,PO000601,V003,H004,2023-12-21,2023-12-21,211,208,3,0,Delivered,Road,Quality Inspection
SHP000602,PO000602,V011,H005,2023-12-25,2023-12-23,298,297,1,-2,Early,Road,Quality Inspection
SHP000603,PO000603,V003,H005,2025-03-05,2025-03-10,259,254,5,5,Delayed,Road,Closed
SHP000604,PO000604,V011,H005,2023-08-01,2023-08-06,300,299,1,5,Delayed,Road,Received
SHP000605,PO000605,V004,H003,2025-09-20,2025-09-21,199,199,0,1,Delayed,Road,Closed
SHP000606,PO000606,V004,H003,2023-04-05,2023-04-07,136,135,1,2,Delayed,Road,Quality Inspection
SHP000607,PO000607,V005,H002,2023-08-10,2023-08-09,343,343,0,-1,Early,Road,Closed
SHP000608,PO000608,V006,H003,2024-08-21,2024-08-24,327,321,6,3,Delayed,Road,Closed
SHP000609,PO000609,V009,H003,2025-12-12,2025-12-17,329,328,1,5,Delayed,Air,Received
SHP000610,PO000610,V011,H005,2025-01-26,2025-01-27,202,202,0,1,Delayed,Road,Quality Inspection
SHP000611,PO000611,V006,H003,2025-06-04,2025-06-03,274,274,0,-1,Early,Road,Received
SHP000612,PO000612,V004,H005,2025-09-21,2025-09-22,465,456,9,1,Delayed,Road,Closed
SHP000613,PO000613,V012,H002,2024-12-22,2024-12-26,134,132,2,4,Delayed,Road,Received
SHP000614,PO000614,V003,H005,2023-12-03,2023-12-04,462,462,0,1,Delayed,Road,Closed
SHP000615,PO000615,V004,H004,2023-12-02,2023-12-04,355,353,2,2,Delayed,Road,Closed
SHP000616,PO000616,V006,H004,2023-07-18,2023-07-20,198,196,2,2,Delayed,Air,Closed
SHP000617,PO000617,V008,H002,2025-04-22,2025-04-21,119,118,1,-1,Early,Air,Quality Inspection
SHP000618,PO000618,V006,H005,2024-03-07,2024-03-07,409,407,2,0,Delivered,Road,Closed
SHP000619,PO000619,V011,H002,2023-03-30,2023-04-02,474,471,3,3,Delayed,Road,Closed
SHP000620,PO000620,V002,H001,2024-07-29,2024-08-02,300,299,1,4,Delayed,Road,Quality Inspection
SHP000621,PO000621,V010,H003,2023-06-04,2023-06-08,242,239,3,4,Delayed,Road,Received
SHP000622,PO000622,V011,H004,2024-08-04,2024-08-08,313,308,5,4,Delayed,Road,Quality Inspection
SHP000623,PO000623,V006,H002,2024-01-12,2024-01-17,299,297,2,5,Delayed,Road,Closed
SHP000624,PO000624,V008,H001,2023-09-19,2023-09-18,424,417,7,-1,Early,Road,Closed
SHP000625,PO000625,V003,H005,2024-05-18,2024-05-21,485,484,1,3,Delayed,Road,Quality Inspection
SHP000626,PO000626,V006,H002,2023-09-14,2023-09-15,269,268,1,1,Delayed,Road,Quality Inspection
SHP000627,PO000627,V001,H001,2024-10-15,2024-10-17,222,218,4,2,Delayed,Road,Closed
SHP000628,PO000628,V006,H005,2024-08-29,2024-09-03,453,448,5,5,Delayed,Air,Received
SHP000629,PO000629,V012,H004,2024-01-17,2024-01-15,100,98,2,-2,Early,Road,Quality Inspection
SHP000630,PO000630,V012,H004,2024-02-10,2024-02-08,113,113,0,-2,Early,Road,Received
SHP000631,PO000631,V008,H003,2024-05-06,2024-05-10,153,152,1,4,Delayed,Air,Quality Inspection
SHP000632,PO000632,V004,H004,2023-06-16,2023-06-16,497,493,4,0,Delivered,Road,Quality Inspection
SHP000633,PO000633,V011,H001,2024-10-22,2024-10-24,92,91,1,2,Delayed,Road,Closed
SHP000634,PO000634,V012,H003,2024-04-15,2024-04-15,76,75,1,0,Delivered,Road,Closed
SHP000635,PO000635,V002,H005,2025-11-05,2025-11-06,269,264,5,1,Delayed,Road,Received
SHP000636,PO000636,V003,H004,2025-12-02,2025-11-30,159,156,3,-2,Early,Road,Closed
SHP000637,PO000637,V007,H002,2023-08-20,2023-08-21,315,310,5,1,Delayed,Road,Received
SHP000638,PO000638,V009,H004,2024-05-12,2024-05-15,468,467,1,3,Delayed,Air,Quality Inspection
SHP000639,PO000639,V011,H001,2025-06-02,2025-06-02,294,294,0,0,Delivered,Road,Received
SHP000640,PO000640,V008,H002,2024-08-17,2024-08-16,102,101,1,-1,Early,Road,Quality Inspection
SHP000641,PO000641,V003,H005,2024-07-11,2024-07-11,245,244,1,0,Delivered,Road,Closed
SHP000642,PO000642,V002,H004,2023-01-30,2023-01-30,85,85,0,0,Delivered,Road,Received
SHP000643,PO000643,V002,H003,2024-09-16,2024-09-21,229,228,1,5,Delayed,Road,Received
SHP000644,PO000644,V012,H002,2024-04-02,2024-04-06,365,358,7,4,Delayed,Air,Received
SHP000645,PO000645,V012,H003,2025-01-25,2025-01-24,121,121,0,-1,Early,Road,Quality Inspection
SHP000646,PO000646,V002,H004,2024-02-22,2024-02-25,269,267,2,3,Delayed,Road,Received
SHP000647,PO000647,V006,H001,2023-06-28,2023-06-30,380,379,1,2,Delayed,Road,Closed
SHP000648,PO000648,V012,H002,2024-12-07,2024-12-09,448,448,0,2,Delayed,Air,Closed
SHP000649,PO000649,V011,H002,2024-10-19,2024-10-21,155,154,1,2,Delayed,Road,Quality Inspection
SHP000650,PO000650,V005,H003,2025-07-21,2025-07-19,451,448,3,-2,Early,Road,Received
SHP000651,PO000651,V012,H004,2024-05-11,2024-05-12,305,300,5,1,Delayed,Road,Closed
SHP000652,PO000652,V010,H004,2023-05-25,2023-05-23,234,232,2,-2,Early,Road,Closed
SHP000653,PO000653,V010,H005,2024-07-05,2024-07-09,237,233,4,4,Delayed,Road,Quality Inspection
SHP000654,PO000654,V008,H002,2024-05-06,2024-05-05,58,58,0,-1,Early,Road,Received
SHP000655,PO000655,V009,H004,2023-03-12,2023-03-10,80,79,1,-2,Early,Road,Closed
SHP000656,PO000656,V006,H002,2025-07-18,2025-07-22,266,261,5,4,Delayed,Road,Closed
SHP000657,PO000657,V007,H005,2025-01-06,2025-01-06,192,192,0,0,Delivered,Road,Closed
SHP000658,PO000658,V012,H003,2024-07-02,2024-07-03,463,461,2,1,Delayed,Road,Quality Inspection
SHP000659,PO000659,V007,H003,2024-09-04,2024-09-03,208,205,3,-1,Early,Road,Received
SHP000660,PO000660,V010,H001,2023-02-02,2023-01-31,175,175,0,-2,Early,Air,Received
SHP000661,PO000661,V002,H005,2024-02-01,2024-02-06,363,363,0,5,Delayed,Road,Closed
SHP000662,PO000662,V011,H004,2024-04-11,2024-04-11,111,111,0,0,Delivered,Road,Closed
SHP000663,PO000663,V009,H002,2026-01-06,2026-01-04,133,132,1,-2,Early,Air,Closed
SHP000664,PO000664,V010,H001,2024-08-30,2024-09-01,135,134,1,2,Delayed,Road,Quality Inspection
SHP000665,PO000665,V010,H001,2024-11-01,2024-10-31,444,444,0,-1,Early,Road,Quality Inspection
SHP000666,PO000666,V004,H002,2023-08-04,2023-08-06,318,318,0,2,Delayed,Road,Closed
SHP000667,PO000667,V010,H001,2023-07-18,2023-07-17,304,301,3,-1,Early,Road,Received
SHP000668,PO000668,V007,H001,2025-11-11,2025-11-16,489,480,9,5,Delayed,Road,Received
SHP000669,PO000669,V007,H004,2023-11-21,2023-11-23,445,444,1,2,Delayed,Air,Closed
SHP000670,PO000670,V004,H001,2024-02-04,2024-02-03,166,166,0,-1,Early,Road,Received
SHP000671,PO000671,V009,H002,2025-07-08,2025-07-09,73,72,1,1,Delayed,Road,Received
SHP000672,PO000672,V002,H003,2025-09-05,2025-09-05,489,489,0,0,Delivered,Road,Closed
SHP000673,PO000673,V004,H005,2024-06-08,2024-06-12,164,162,2,4,Delayed,Road,Closed
SHP000674,PO000674,V008,H003,2023-09-11,2023-09-14,188,188,0,3,Delayed,Road,Received
SHP000675,PO000675,V006,H004,2025-04-08,2025-04-06,141,141,0,-2,Early,Air,Received
SHP000676,PO000676,V010,H005,2025-02-13,2025-02-17,85,84,1,4,Delayed,Air,Quality Inspection
SHP000677,PO000677,V007,H005,2023-05-28,2023-05-31,94,93,1,3,Delayed,Road,Received
SHP000678,PO000678,V001,H001,2025-10-03,2025-10-05,338,332,6,2,Delayed,Road,Closed
SHP000679,PO000679,V012,H004,2024-02-16,2024-02-17,287,285,2,1,Delayed,Road,Quality Inspection
SHP000680,PO000680,V005,H002,2025-10-11,2025-10-12,425,417,8,1,Delayed,Road,Received
SHP000681,PO000681,V011,H004,2024-12-28,2024-12-28,53,52,1,0,Delivered,Road,Closed
SHP000682,PO000682,V003,H002,2025-12-28,2025-12-31,375,375,0,3,Delayed,Air,Received
SHP000683,PO000683,V006,H001,2023-01-20,2023-01-24,484,480,4,4,Delayed,Road,Closed
SHP000684,PO000684,V011,H004,2024-11-02,2024-11-03,264,261,3,1,Delayed,Air,Received
SHP000685,PO000685,V004,H005,2024-08-08,2024-08-10,97,97,0,2,Delayed,Air,Closed
SHP000686,PO000686,V008,H004,2023-04-22,2023-04-26,408,403,5,4,Delayed,Road,Closed
SHP000687,PO000687,V001,H004,2023-07-29,2023-07-28,347,347,0,-1,Early,Road,Closed
SHP000688,PO000688,V006,H002,2025-02-07,2025-02-11,88,88,0,4,Delayed,Road,Received
SHP000689,PO000689,V009,H004,2023-06-25,2023-06-26,199,197,2,1,Delayed,Air,Quality Inspection
SHP000690,PO000690,V009,H002,2023-05-12,2023-05-15,212,209,3,3,Delayed,Road,Received
SHP000691,PO000691,V008,H003,2024-04-09,2024-04-10,119,117,2,1,Delayed,Road,Received
SHP000692,PO000692,V005,H003,2024-02-21,2024-02-21,280,277,3,0,Delivered,Road,Received
SHP000693,PO000693,V002,H003,2025-01-13,2025-01-16,444,441,3,3,Delayed,Road,Quality Inspection
SHP000694,PO000694,V002,H003,2025-11-09,2025-11-11,486,485,1,2,Delayed,Road,Closed
SHP000695,PO000695,V004,H004,2024-10-13,2024-10-15,473,464,9,2,Delayed,Road,Quality Inspection
SHP000696,PO000696,V010,H004,2024-05-21,2024-05-21,96,96,0,0,Delivered,Air,Quality Inspection
SHP000697,PO000697,V005,H004,2025-08-05,2025-08-03,396,392,4,-2,Early,Road,Received
SHP000698,PO000698,V004,H002,2025-12-02,2025-11-30,257,254,3,-2,Early,Road,Closed
SHP000699,PO000699,V001,H005,2024-10-13,2024-10-14,98,97,1,1,Delayed,Road,Received
SHP000700,PO000700,V011,H001,2023-04-03,2023-04-02,56,56,0,-1,Early,Air,Received
SHP000701,PO000701,V010,H002,2024-05-06,2024-05-06,151,148,3,0,Delivered,Road,Closed
SHP000702,PO000702,V007,H002,2024-11-20,2024-11-19,348,344,4,-1,Early,Road,Received
SHP000703,PO000703,V002,H001,2023-03-28,2023-03-26,83,83,0,-2,Early,Air,Quality Inspection
SHP000704,PO000704,V007,H004,2025-07-03,2025-07-03,97,96,1,0,Delivered,Road,Quality Inspection
SHP000705,PO000705,V003,H002,2023-04-26,2023-04-24,136,134,2,-2,Early,Road,Closed
SHP000706,PO000706,V007,H002,2025-11-19,2025-11-23,304,304,0,4,Delayed,Road,Quality Inspection
SHP000707,PO000707,V007,H002,2025-11-24,2025-11-24,231,230,1,0,Delivered,Air,Quality Inspection
SHP000708,PO000708,V003,H002,2023-10-03,2023-10-05,278,277,1,2,Delayed,Road,Closed
SHP000709,PO000709,V005,H004,2024-07-12,2024-07-13,381,377,4,1,Delayed,Road,Closed
SHP000710,PO000710,V007,H004,2025-10-06,2025-10-11,81,81,0,5,Delayed,Road,Received
SHP000711,PO000711,V003,H004,2024-05-16,2024-05-20,152,151,1,4,Delayed,Road,Closed
SHP000712,PO000712,V001,H003,2025-05-04,2025-05-02,245,243,2,-2,Early,Road,Quality Inspection
SHP000713,PO000713,V006,H005,2024-10-04,2024-10-07,339,335,4,3,Delayed,Road,Quality Inspection
SHP000714,PO000714,V006,H003,2025-07-09,2025-07-09,63,62,1,0,Delivered,Road,Received
SHP000715,PO000715,V007,H005,2023-09-13,2023-09-15,79,78,1,2,Delayed,Road,Closed
SHP000716,PO000716,V002,H005,2024-12-14,2024-12-15,131,131,0,1,Delayed,Road,Received
SHP000717,PO000717,V012,H001,2024-03-25,2024-03-27,323,317,6,2,Delayed,Road,Closed
SHP000718,PO000718,V008,H004,2025-03-04,2025-03-02,441,438,3,-2,Early,Road,Quality Inspection
SHP000719,PO000719,V010,H003,2023-05-03,2023-05-06,479,477,2,3,Delayed,Road,Closed
SHP000720,PO000720,V010,H002,2023-08-23,2023-08-26,462,457,5,3,Delayed,Air,Received
SHP000721,PO000721,V012,H004,2024-10-24,2024-10-27,340,336,4,3,Delayed,Road,Received
SHP000722,PO000722,V007,H005,2023-04-17,2023-04-22,327,325,2,5,Delayed,Road,Received
SHP000723,PO000723,V006,H005,2024-12-29,2024-12-28,78,78,0,-1,Early,Road,Received
SHP000724,PO000724,V002,H001,2024-06-21,2024-06-26,50,49,1,5,Delayed,Air,Received
SHP000725,PO000725,V009,H004,2024-12-12,2024-12-12,224,223,1,0,Delivered,Air,Quality Inspection
SHP000726,PO000726,V001,H004,2024-05-14,2024-05-12,61,61,0,-2,Early,Road,Received
SHP000727,PO000727,V004,H005,2023-10-03,2023-10-02,483,475,8,-1,Early,Air,Received
SHP000728,PO000728,V006,H005,2024-10-12,2024-10-15,410,404,6,3,Delayed,Road,Quality Inspection
SHP000729,PO000729,V010,H004,2023-06-02,2023-06-04,215,214,1,2,Delayed,Air,Closed
SHP000730,PO000730,V005,H004,2024-11-04,2024-11-08,455,448,7,4,Delayed,Road,Received
SHP000731,PO000731,V012,H004,2024-02-05,2024-02-08,164,163,1,3,Delayed,Road,Closed
SHP000732,PO000732,V011,H004,2024-05-05,2024-05-07,115,115,0,2,Delayed,Road,Closed
SHP000733,PO000733,V008,H001,2025-11-16,2025-11-20,485,476,9,4,Delayed,Road,Closed
SHP000734,PO000734,V003,H001,2023-10-14,2023-10-17,464,455,9,3,Delayed,Road,Closed
SHP000735,PO000735,V007,H004,2025-05-20,2025-05-19,304,303,1,-1,Early,Road,Received
SHP000736,PO000736,V008,H003,2024-11-18,2024-11-19,227,225,2,1,Delayed,Road,Received
SHP000737,PO000737,V005,H002,2024-10-23,2024-10-26,278,278,0,3,Delayed,Road,Received
SHP000738,PO000738,V008,H001,2024-06-09,2024-06-08,229,227,2,-1,Early,Road,Closed
SHP000739,PO000739,V006,H003,2024-09-06,2024-09-04,74,73,1,-2,Early,Road,Quality Inspection
SHP000740,PO000740,V004,H005,2023-12-13,2023-12-13,261,258,3,0,Delivered,Air,Quality Inspection
SHP000741,PO000741,V011,H005,2025-07-29,2025-08-02,101,100,1,4,Delayed,Road,Closed
SHP000742,PO000742,V002,H005,2025-05-06,2025-05-07,133,132,1,1,Delayed,Road,Received
SHP000743,PO000743,V010,H002,2023-07-18,2023-07-20,60,59,1,2,Delayed,Road,Received
SHP000744,PO000744,V008,H004,2023-07-28,2023-07-27,225,224,1,-1,Early,Air,Received
SHP000745,PO000745,V009,H001,2025-02-26,2025-02-25,330,330,0,-1,Early,Road,Closed
SHP000746,PO000746,V006,H001,2023-11-11,2023-11-16,410,410,0,5,Delayed,Road,Closed
SHP000747,PO000747,V007,H003,2024-01-31,2024-01-31,360,354,6,0,Delivered,Road,Received
SHP000748,PO000748,V003,H003,2025-08-02,2025-08-05,155,154,1,3,Delayed,Road,Closed
SHP000749,PO000749,V004,H001,2024-03-26,2024-03-28,388,384,4,2,Delayed,Road,Received
SHP000750,PO000750,V012,H003,2024-08-08,2024-08-06,251,247,4,-2,Early,Road,Quality Inspection
SHP000751,PO000751,V011,H003,2023-11-09,2023-11-09,77,76,1,0,Delivered,Road,Received
SHP000752,PO000752,V008,H002,2025-05-25,2025-05-27,471,462,9,2,Delayed,Road,Received
SHP000753,PO000753,V001,H005,2025-01-14,2025-01-12,155,154,1,-2,Early,Road,Received
SHP000754,PO000754,V006,H005,2025-06-12,2025-06-17,482,481,1,5,Delayed,Road,Quality Inspection
SHP000755,PO000755,V005,H004,2026-01-05,2026-01-10,300,295,5,5,Delayed,Road,Closed
SHP000756,PO000756,V009,H001,2025-12-31,2026-01-04,144,143,1,4,Delayed,Air,Quality Inspection
SHP000757,PO000757,V011,H004,2024-10-25,2024-10-25,278,278,0,0,Delivered,Road,Quality Inspection
SHP000758,PO000758,V010,H005,2025-10-19,2025-10-21,165,163,2,2,Delayed,Road,Received
SHP000759,PO000759,V012,H002,2023-09-16,2023-09-15,93,92,1,-1,Early,Air,Quality Inspection
SHP000760,PO000760,V001,H002,2025-05-04,2025-05-05,333,333,0,1,Delayed,Air,Closed
SHP000761,PO000761,V002,H004,2024-02-27,2024-03-02,324,319,5,4,Delayed,Air,Quality Inspection
SHP000762,PO000762,V005,H001,2023-09-12,2023-09-13,293,291,2,1,Delayed,Road,Closed
SHP000763,PO000763,V010,H002,2024-02-16,2024-02-14,307,303,4,-2,Early,Air,Closed
SHP000764,PO000764,V003,H002,2023-10-11,2023-10-11,111,110,1,0,Delivered,Road,Received
SHP000765,PO000765,V012,H005,2025-05-13,2025-05-14,463,460,3,1,Delayed,Road,Quality Inspection
SHP000766,PO000766,V004,H004,2024-03-08,2024-03-07,399,393,6,-1,Early,Road,Closed
SHP000767,PO000767,V006,H005,2024-12-13,2024-12-13,477,468,9,0,Delivered,Road,Closed
SHP000768,PO000768,V011,H001,2024-10-08,2024-10-07,94,93,1,-1,Early,Road,Closed
SHP000769,PO000769,V008,H003,2025-02-22,2025-02-25,488,484,4,3,Delayed,Road,Received
SHP000770,PO000770,V005,H005,2025-02-26,2025-03-02,107,106,1,4,Delayed,Road,Closed
SHP000771,PO000771,V007,H003,2025-11-15,2025-11-14,104,102,2,-1,Early,Road,Quality Inspection
SHP000772,PO000772,V012,H003,2023-11-06,2023-11-09,499,493,6,3,Delayed,Road,Closed
SHP000773,PO000773,V005,H005,2025-12-26,2025-12-31,342,338,4,5,Delayed,Road,Received
SHP000774,PO000774,V007,H004,2025-09-08,2025-09-10,256,255,1,2,Delayed,Road,Closed
SHP000775,PO000775,V012,H001,2024-10-17,2024-10-21,69,68,1,4,Delayed,Air,Quality Inspection
SHP000776,PO000776,V005,H005,2025-07-13,2025-07-14,75,74,1,1,Delayed,Air,Quality Inspection
SHP000777,PO000777,V010,H004,2025-12-02,2025-11-30,222,220,2,-2,Early,Road,Quality Inspection
SHP000778,PO000778,V012,H004,2023-11-02,2023-11-01,494,491,3,-1,Early,Road,Closed
SHP000779,PO000779,V010,H001,2023-04-28,2023-05-03,446,441,5,5,Delayed,Road,Quality Inspection
SHP000780,PO000780,V011,H004,2025-03-11,2025-03-10,146,145,1,-1,Early,Road,Quality Inspection
SHP000781,PO000781,V010,H004,2024-10-15,2024-10-20,438,430,8,5,Delayed,Air,Received
SHP000782,PO000782,V009,H005,2023-10-09,2023-10-09,83,82,1,0,Delivered,Road,Quality Inspection
SHP000783,PO000783,V011,H004,2024-05-04,2024-05-04,449,441,8,0,Delivered,Air,Received
SHP000784,PO000784,V010,H001,2024-01-25,2024-01-25,148,148,0,0,Delivered,Air,Received
SHP000785,PO000785,V003,H005,2023-08-25,2023-08-23,283,283,0,-2,Early,Air,Closed
SHP000786,PO000786,V007,H005,2023-10-13,2023-10-14,190,188,2,1,Delayed,Air,Closed
SHP000787,PO000787,V002,H002,2024-09-20,2024-09-24,375,374,1,4,Delayed,Road,Received
SHP000788,PO000788,V003,H004,2025-09-19,2025-09-22,300,296,4,3,Delayed,Road,Quality Inspection
SHP000789,PO000789,V003,H005,2024-12-06,2024-12-09,226,225,1,3,Delayed,Air,Quality Inspection
SHP000790,PO000790,V003,H001,2025-08-11,2025-08-10,195,195,0,-1,Early,Road,Received
SHP000791,PO000791,V005,H005,2023-09-01,2023-09-02,488,485,3,1,Delayed,Road,Closed
SHP000792,PO000792,V011,H002,2024-04-05,2024-04-06,187,184,3,1,Delayed,Road,Closed
SHP000793,PO000793,V005,H002,2025-03-30,2025-03-28,292,291,1,-2,Early,Road,Closed
SHP000794,PO000794,V010,H005,2024-09-29,2024-09-27,164,162,2,-2,Early,Road,Quality Inspection
SHP000795,PO000795,V009,H004,2024-09-06,2024-09-08,266,263,3,2,Delayed,Air,Quality Inspection
SHP000796,PO000796,V011,H003,2023-08-28,2023-08-30,161,158,3,2,Delayed,Road,Closed
SHP000797,PO000797,V007,H002,2025-03-19,2025-03-23,349,349,0,4,Delayed,Road,Closed
SHP000798,PO000798,V001,H002,2023-10-19,2023-10-22,337,332,5,3,Delayed,Road,Quality Inspection
SHP000799,PO000799,V010,H004,2023-09-29,2023-10-01,400,399,1,2,Delayed,Road,Quality Inspection
SHP000800,PO000800,V001,H002,2025-06-20,2025-06-22,377,372,5,2,Delayed,Air,Quality Inspection
SHP000801,PO000801,V003,H002,2025-05-26,2025-05-28,146,146,0,2,Delayed,Road,Received
SHP000802,PO000802,V010,H003,2025-01-11,2025-01-09,462,453,9,-2,Early,Road,Quality Inspection
