Financial_ID,PO_ID,Vendor_ID,Hospital_ID,Department_ID,Cost_Center,Invoice_Number,Invoice_Date,Payment_Due_Date,Payment_Date,Transaction_Date,Expense_Category,Expense_Type,Budget_Amount,Actual_Amount,Variance,Variance_Percentage,Payment_Method,Payment_Status,Fiscal_Year,Fiscal_Quarter,Budget_Status
FIN000495,PO000495,V012,H002,D0023,CC1003,INV-2023-000495,2023-03-31,2023-05-30,2023-05-28,2023-03-31,Administration,CAPEX,13397.33,12753.93,-643.4,-4.8,UPI,Paid,FY2023,Q1,Within Budget
FIN000496,PO000496,V001,H003,D0049,CC1009,INV-2025-000496,2025-11-13,2025-12-13,2026-01-03,2025-11-13,Laboratory,CAPEX,199324.13,210812.9,11488.77,5.76,UPI,Overdue,FY2025,Q4,Over Budget
FIN000497,PO000497,V009,H004,D0069,CC1009,INV-2023-000497,2023-08-08,2023-09-22,2023-09-19,2023-08-05,Medical Supplies,OPEX,72119.33,67004.8,-5114.53,-7.09,Bank Transfer,Paid,FY2023,Q3,Within Budget
FIN000498,PO000498,V006,H003,D0053,CC1013,INV-2023-000498,2023-07-24,2023-09-22,2023-09-21,2023-07-21,Equipment,OPEX,41947274.37,38489000.59,-3458273.78,-8.24,ACH,Paid,FY2023,Q3,Within Budget
FIN000499,PO000499,V006,H002,D0023,CC1003,INV-2024-000499,2024-11-30,2025-01-29,2025-02-04,2024-11-30,Equipment,OPEX,26343082.77,28995115.81,2652033.04,10.07,UPI,Partially Paid,FY2024,Q4,Over Budget
FIN000500,PO000500,V009,H004,D0074,CC1014,INV-2023-000500,2023-05-01,2023-06-15,2023-06-11,2023-05-01,Laboratory,CAPEX,79134.41,83161.31,4026.9,5.09,Wire Transfer,Paid,FY2023,Q2,Over Budget
FIN000501,PO000501,V010,H004,D0078,CC1018,INV-2025-000501,2025-05-08,2025-06-22,,2025-05-08,Administration,CAPEX,29275.2,29160.38,-114.82,-0.39,Bank Transfer,Pending,FY2025,Q2,Within Budget
FIN000502,PO000502,V012,H001,D0008,CC1008,INV-2025-000502,2025-08-12,2025-10-11,2025-10-07,2025-08-11,Medical Supplies,OPEX,19931.64,20278.64,347.0,1.74,UPI,Paid,FY2025,Q3,Over Budget
FIN000503,PO000503,V004,H001,D0009,CC1009,INV-2024-000503,2024-11-20,2025-01-04,2025-01-20,2024-11-18,Laboratory,CAPEX,14788.03,14005.02,-783.01,-5.29,Cheque,Overdue,FY2024,Q4,Within Budget
FIN000504,PO000504,V007,H002,D0032,CC1012,INV-2024-000504,2024-04-01,2024-05-31,2024-05-29,2024-03-29,Laboratory,OPEX,26126771.13,25342237.93,-784533.2,-3.0,UPI,Paid,FY2024,Q1,Within Budget
FIN000505,PO000505,V001,H004,D0067,CC1007,INV-2025-000505,2025-06-21,2025-07-21,2025-07-19,2025-06-18,Equipment,OPEX,136893.68,133982.11,-2911.57,-2.13,Cheque,Paid,FY2025,Q2,Within Budget
FIN000506,PO000506,V010,H001,D0013,CC1013,INV-2023-000506,2023-04-05,2023-05-20,2023-05-18,2023-04-03,Pharmacy,CAPEX,32757.03,30214.01,-2543.02,-7.76,Cheque,Paid,FY2023,Q2,Within Budget
FIN000507,PO000507,V006,H004,D0068,CC1008,INV-2023-000507,2023-01-28,2023-03-29,2023-04-01,2023-01-28,Equipment,CAPEX,19591189.54,18281384.01,-1309805.53,-6.69,Cheque,Partially Paid,FY2023,Q1,Within Budget
FIN000508,PO000508,V003,H002,D0031,CC1011,INV-2023-000508,2023-08-10,2023-09-09,2023-09-06,2023-08-08,Administration,OPEX,1702.29,1613.84,-88.45,-5.2,ACH,Paid,FY2023,Q3,Within Budget
FIN000509,PO000509,V001,H005,D0098,CC1018,INV-2024-000509,2024-09-02,2024-10-02,,2024-08-30,Administration,CAPEX,206259.59,208692.25,2432.66,1.18,Bank Transfer,Pending,FY2024,Q3,Over Budget
FIN000510,PO000510,V005,H001,D0012,CC1012,INV-2025-000510,2025-10-25,2025-12-24,2025-12-19,2025-10-24,Administration,CAPEX,22480874.22,22412428.0,-68446.22,-0.3,ACH,Paid,FY2025,Q4,Within Budget
FIN000511,PO000511,V005,H001,D0014,CC1014,INV-2024-000511,2024-05-04,2024-07-03,2024-07-02,2024-05-04,Medical Supplies,OPEX,2063203.74,1953600.34,-109603.4,-5.31,Bank Transfer,Paid,FY2024,Q2,Within Budget
FIN000512,PO000512,V007,H003,D0050,CC1010,INV-2025-000512,2025-02-14,2025-04-15,,2025-02-12,Pharmacy,CAPEX,18644492.74,18808318.21,163825.47,0.88,Cheque,Pending,FY2025,Q1,Over Budget
FIN000513,PO000513,V002,H004,D0073,CC1013,INV-2023-000513,2023-08-18,2023-10-02,,2023-08-18,Equipment,CAPEX,299892.52,299585.36,-307.16,-0.1,Cheque,Pending,FY2023,Q3,Within Budget
FIN000514,PO000514,V003,H005,D0098,CC1018,INV-2023-000514,2023-09-19,2023-10-19,2023-10-26,2023-09-18,Administration,CAPEX,16686.09,16378.04,-308.05,-1.85,Wire Transfer,Partially Paid,FY2023,Q3,Within Budget
FIN000515,PO000515,V003,H003,D0059,CC1019,INV-2025-000515,2025-05-17,2025-06-16,,2025-05-15,Medical Supplies,CAPEX,10764.65,11541.35,776.7,7.22,Bank Transfer,Pending,FY2025,Q2,Over Budget
FIN000516,PO000516,V007,H001,D0002,CC1002,INV-2023-000516,2023-08-28,2023-10-27,2023-11-07,2023-08-27,Equipment,OPEX,237383.96,242894.47,5510.51,2.32,ACH,Overdue,FY2023,Q3,Over Budget
FIN000517,PO000517,V005,H001,D0001,CC1001,INV-2024-000517,2024-03-11,2024-05-10,2024-05-05,2024-03-08,Medical Supplies,CAPEX,8778139.89,9203172.63,425032.74,4.84,ACH,Paid,FY2024,Q1,Over Budget
FIN000518,PO000518,V001,H004,D0063,CC1003,INV-2023-000518,2023-04-03,2023-05-03,2023-04-29,2023-04-03,Pharmacy,CAPEX,280656.15,272620.84,-8035.31,-2.86,Cheque,Paid,FY2023,Q2,Within Budget
FIN000519,PO000519,V004,H002,D0031,CC1011,INV-2023-000519,2023-01-12,2023-02-26,2023-02-25,2023-01-10,Laboratory,CAPEX,24648.58,22841.87,-1806.71,-7.33,UPI,Paid,FY2023,Q1,Within Budget
FIN000520,PO000520,V009,H005,D0083,CC1003,INV-2023-000520,2023-07-18,2023-09-01,2023-09-01,2023-07-15,Administration,CAPEX,150743.46,141561.48,-9181.98,-6.09,UPI,Paid,FY2023,Q3,Within Budget
FIN000521,PO000521,V010,H001,D0006,CC1006,INV-2024-000521,2024-07-15,2024-08-29,2024-08-29,2024-07-13,Laboratory,OPEX,2340.48,2273.48,-67.0,-2.86,Wire Transfer,Paid,FY2024,Q3,Within Budget
FIN000522,PO000522,V010,H001,D0003,CC1003,INV-2025-000522,2025-01-26,2025-03-12,2025-03-25,2025-01-24,Pharmacy,OPEX,31109.09,28340.97,-2768.12,-8.9,ACH,Overdue,FY2025,Q1,Within Budget
FIN000523,PO000523,V005,H003,D0054,CC1014,INV-2023-000523,2023-11-02,2024-01-01,2024-01-25,2023-11-01,Laboratory,CAPEX,1121826.63,1117959.92,-3866.71,-0.34,ACH,Overdue,FY2023,Q4,Within Budget
FIN000524,PO000524,V011,H003,D0051,CC1011,INV-2025-000524,2025-02-23,2025-04-24,2025-04-28,2025-02-20,Laboratory,CAPEX,23930.01,22915.83,-1014.18,-4.24,Cheque,Partially Paid,FY2025,Q1,Within Budget
FIN000525,PO000525,V010,H005,D0082,CC1002,INV-2025-000525,2025-03-20,2025-05-04,2025-04-29,2025-03-19,Equipment,CAPEX,1506.51,1438.41,-68.1,-4.52,Wire Transfer,Paid,FY2025,Q1,Within Budget
FIN000526,PO000526,V006,H001,D0020,CC1020,INV-2023-000526,2023-10-16,2023-12-15,2024-01-06,2023-10-15,Equipment,CAPEX,19545707.01,19517153.98,-28553.03,-0.15,Bank Transfer,Overdue,FY2023,Q4,Within Budget
FIN000527,PO000527,V002,H005,D0082,CC1002,INV-2024-000527,2024-01-23,2024-03-08,,2024-01-21,Administration,OPEX,182533.46,183606.42,1072.96,0.59,Wire Transfer,Pending,FY2024,Q1,Over Budget
FIN000528,PO000528,V002,H004,D0067,CC1007,INV-2025-000528,2025-10-06,2025-11-20,2025-11-15,2025-10-05,Pharmacy,CAPEX,34074.83,33053.9,-1020.93,-3.0,Wire Transfer,Paid,FY2025,Q4,Within Budget
FIN000529,PO000529,V004,H005,D0094,CC1014,INV-2023-000529,2023-02-04,2023-03-21,2023-03-21,2023-02-02,Laboratory,OPEX,5701.98,5852.17,150.19,2.63,UPI,Paid,FY2023,Q1,Over Budget
FIN000530,PO000530,V008,H005,D0090,CC1010,INV-2024-000530,2024-06-20,2024-08-19,2024-08-18,2024-06-20,Administration,OPEX,16164572.82,15909032.06,-255540.76,-1.58,Cheque,Paid,FY2024,Q2,Within Budget
FIN000531,PO000531,V001,H003,D0045,CC1005,INV-2023-000531,2023-04-30,2023-05-30,2023-05-29,2023-04-27,Equipment,OPEX,221065.95,219754.52,-1311.43,-0.59,Wire Transfer,Paid,FY2023,Q2,Within Budget
FIN000532,PO000532,V006,H005,D0083,CC1003,INV-2023-000532,2023-06-29,2023-08-28,2023-08-23,2023-06-26,Equipment,OPEX,15587846.54,15876183.93,288337.39,1.85,Cheque,Paid,FY2023,Q2,Over Budget
FIN000533,PO000533,V011,H005,D0097,CC1017,INV-2025-000533,2025-11-21,2026-01-20,2026-01-20,2025-11-20,Medical Supplies,CAPEX,18161.3,18790.29,628.99,3.46,Wire Transfer,Paid,FY2025,Q4,Over Budget
FIN000534,PO000534,V003,H005,D0088,CC1008,INV-2025-000534,2025-07-09,2025-08-08,2025-08-07,2025-07-08,Laboratory,OPEX,9521.02,10108.57,587.55,6.17,ACH,Paid,FY2025,Q3,Over Budget
FIN000535,PO000535,V001,H004,D0072,CC1012,INV-2023-000535,2023-02-15,2023-03-17,2023-03-14,2023-02-12,Laboratory,OPEX,19448.33,19013.01,-435.32,-2.24,Bank Transfer,Paid,FY2023,Q1,Within Budget
FIN000536,PO000536,V003,H002,D0035,CC1015,INV-2024-000536,2024-09-23,2024-10-23,2024-10-28,2024-09-21,Administration,OPEX,14680.47,14581.95,-98.52,-0.67,Bank Transfer,Partially Paid,FY2024,Q3,Within Budget
FIN000537,PO000537,V012,H003,D0041,CC1001,INV-2025-000537,2025-08-08,2025-10-07,2025-10-05,2025-08-07,Pharmacy,OPEX,19747.15,19072.93,-674.22,-3.41,Bank Transfer,Paid,FY2025,Q3,Within Budget
FIN000538,PO000538,V006,H002,D0026,CC1006,INV-2023-000538,2023-08-09,2023-10-08,2023-10-08,2023-08-07,Pharmacy,CAPEX,2650086.68,2713278.68,63192.0,2.38,Cheque,Paid,FY2023,Q3,Over Budget
FIN000539,PO000539,V005,H003,D0043,CC1003,INV-2023-000539,2023-08-27,2023-10-26,2023-10-21,2023-08-25,Equipment,CAPEX,3600053.93,3443161.52,-156892.41,-4.36,Cheque,Paid,FY2023,Q3,Within Budget
FIN000540,PO000540,V004,H002,D0030,CC1010,INV-2024-000540,2024-06-12,2024-07-27,2024-07-24,2024-06-11,Medical Supplies,OPEX,18591.59,19130.1,538.51,2.9,ACH,Paid,FY2024,Q2,Over Budget
FIN000541,PO000541,V010,H002,D0037,CC1017,INV-2025-000541,2025-08-10,2025-09-24,2025-09-24,2025-08-09,Administration,OPEX,2490.99,2382.73,-108.26,-4.35,Bank Transfer,Paid,FY2025,Q3,Within Budget
FIN000542,PO000542,V009,H001,D0010,CC1010,INV-2025-000542,2025-07-28,2025-09-11,2025-09-06,2025-07-28,Pharmacy,OPEX,58177.83,59772.67,1594.84,2.74,UPI,Paid,FY2025,Q3,Over Budget
FIN000543,PO000543,V009,H001,D0006,CC1006,INV-2025-000543,2025-09-28,2025-11-12,,2025-09-28,Medical Supplies,OPEX,119881.48,109088.68,-10792.8,-9.0,Bank Transfer,Pending,FY2025,Q3,Within Budget
FIN000544,PO000544,V010,H005,D0100,CC1020,INV-2024-000544,2024-11-11,2024-12-26,2024-12-24,2024-11-08,Laboratory,OPEX,5419.04,5510.77,91.73,1.69,ACH,Paid,FY2024,Q4,Over Budget
FIN000545,PO000545,V002,H004,D0064,CC1004,INV-2025-000545,2025-04-07,2025-05-22,2025-05-17,2025-04-07,Medical Supplies,CAPEX,112075.79,107864.92,-4210.87,-3.76,UPI,Paid,FY2025,Q2,Within Budget
FIN000546,PO000546,V010,H004,D0078,CC1018,INV-2025-000546,2025-12-02,2026-01-16,2026-01-16,2025-12-01,Administration,OPEX,4795.35,4696.14,-99.21,-2.07,Wire Transfer,Paid,FY2025,Q4,Within Budget
FIN000547,PO000547,V005,H003,D0054,CC1014,INV-2024-000547,2024-03-28,2024-05-27,2024-05-23,2024-03-28,Equipment,CAPEX,4070558.69,4411083.24,340524.55,8.37,UPI,Paid,FY2024,Q1,Over Budget
FIN000548,PO000548,V008,H003,D0050,CC1010,INV-2023-000548,2023-09-21,2023-11-20,,2023-09-19,Pharmacy,OPEX,38875486.08,35514923.89,-3360562.19,-8.64,Bank Transfer,Pending,FY2023,Q3,Within Budget
FIN000549,PO000549,V004,H004,D0068,CC1008,INV-2025-000549,2025-05-20,2025-07-04,,2025-05-19,Laboratory,CAPEX,16178.19,16023.92,-154.27,-0.95,ACH,Pending,FY2025,Q2,Within Budget
FIN000550,PO000550,V003,H003,D0049,CC1009,INV-2024-000550,2024-02-21,2024-03-22,2024-03-31,2024-02-21,Laboratory,OPEX,9447.37,10490.7,1043.33,11.04,Bank Transfer,Partially Paid,FY2024,Q1,Over Budget
FIN000551,PO000551,V001,H005,D0089,CC1009,INV-2024-000551,2024-09-04,2024-10-04,,2024-09-04,Medical Supplies,CAPEX,394831.91,373927.41,-20904.5,-5.29,ACH,Pending,FY2024,Q3,Within Budget
FIN000552,PO000552,V009,H005,D0082,CC1002,INV-2025-000552,2025-03-22,2025-05-06,2025-05-06,2025-03-20,Medical Supplies,OPEX,3070.44,3097.23,26.79,0.87,Bank Transfer,Paid,FY2025,Q1,Over Budget
FIN000553,PO000553,V010,H002,D0026,CC1006,INV-2025-000553,2025-05-22,2025-07-06,2025-07-21,2025-05-20,Laboratory,OPEX,13291.3,12416.56,-874.74,-6.58,Bank Transfer,Overdue,FY2025,Q2,Within Budget
FIN000554,PO000554,V001,H002,D0024,CC1004,INV-2024-000554,2024-04-16,2024-05-16,2024-05-15,2024-04-16,Equipment,CAPEX,185210.43,173053.56,-12156.87,-6.56,Wire Transfer,Paid,FY2024,Q2,Within Budget
FIN000555,PO000555,V002,H005,D0100,CC1020,INV-2024-000555,2024-01-10,2024-02-24,2024-03-02,2024-01-08,Pharmacy,CAPEX,179508.69,166380.36,-13128.33,-7.31,ACH,Overdue,FY2024,Q1,Within Budget
FIN000556,PO000556,V011,H004,D0076,CC1016,INV-2023-000556,2023-04-16,2023-06-15,2023-06-19,2023-04-13,Laboratory,CAPEX,22661.51,24558.23,1896.72,8.37,Cheque,Partially Paid,FY2023,Q2,Over Budget
FIN000557,PO000557,V006,H004,D0078,CC1018,INV-2023-000557,2023-02-03,2023-04-04,2023-03-30,2023-02-02,Medical Supplies,OPEX,25409199.8,24674652.74,-734547.06,-2.89,Bank Transfer,Paid,FY2023,Q1,Within Budget
FIN000558,PO000558,V008,H001,D0010,CC1010,INV-2024-000558,2024-11-14,2025-01-13,2025-02-01,2024-11-11,Equipment,CAPEX,35702469.25,36312314.85,609845.6,1.71,Wire Transfer,Overdue,FY2024,Q4,Over Budget
FIN000559,PO000559,V011,H001,D0013,CC1013,INV-2024-000559,2024-10-29,2024-12-28,2024-12-25,2024-10-28,Medical Supplies,CAPEX,11963.5,11702.86,-260.64,-2.18,Cheque,Paid,FY2024,Q4,Within Budget
FIN000560,PO000560,V003,H004,D0080,CC1020,INV-2025-000560,2025-04-12,2025-05-12,,2025-04-10,Medical Supplies,OPEX,15907.78,17496.57,1588.79,9.99,Wire Transfer,Pending,FY2025,Q2,Over Budget
FIN000561,PO000561,V004,H002,D0031,CC1011,INV-2025-000561,2025-01-16,2025-03-02,2025-02-25,2025-01-16,Equipment,CAPEX,17703.6,17636.23,-67.37,-0.38,Wire Transfer,Paid,FY2025,Q1,Within Budget
FIN000562,PO000562,V009,H003,D0052,CC1012,INV-2024-000562,2024-12-29,2025-02-12,2025-02-08,2024-12-26,Administration,OPEX,115038.45,111391.26,-3647.19,-3.17,Bank Transfer,Paid,FY2024,Q4,Within Budget
FIN000563,PO000563,V003,H005,D0094,CC1014,INV-2024-000563,2024-10-29,2024-11-28,2024-11-25,2024-10-28,Laboratory,OPEX,34155.33,33203.07,-952.26,-2.79,Bank Transfer,Paid,FY2024,Q4,Within Budget
FIN000564,PO000564,V001,H004,D0063,CC1003,INV-2025-000564,2025-12-06,2026-01-05,2026-01-03,2025-12-04,Medical Supplies,OPEX,146715.8,139691.28,-7024.52,-4.79,UPI,Paid,FY2025,Q4,Within Budget
FIN000565,PO000565,V004,H003,D0048,CC1008,INV-2025-000565,2025-11-26,2026-01-10,2026-01-17,2025-11-23,Laboratory,CAPEX,19518.8,18974.91,-543.89,-2.79,UPI,Overdue,FY2025,Q4,Within Budget
FIN000566,PO000566,V001,H004,D0073,CC1013,INV-2024-000566,2024-03-18,2024-04-17,2024-04-17,2024-03-15,Laboratory,OPEX,180427.7,182320.24,1892.54,1.05,Bank Transfer,Paid,FY2024,Q1,Over Budget
FIN000567,PO000567,V001,H002,D0026,CC1006,INV-2023-000567,2023-11-16,2023-12-16,2023-12-16,2023-11-16,Medical Supplies,CAPEX,104748.95,106811.7,2062.75,1.97,UPI,Paid,FY2023,Q4,Over Budget
FIN000568,PO000568,V007,H001,D0016,CC1016,INV-2023-000568,2023-05-20,2023-07-19,2023-07-24,2023-05-17,Medical Supplies,OPEX,13959711.22,13787825.1,-171886.12,-1.23,Cheque,Partially Paid,FY2023,Q2,Within Budget
FIN000569,PO000569,V012,H001,D0016,CC1016,INV-2025-000569,2025-05-07,2025-07-06,,2025-05-04,Pharmacy,CAPEX,14930.94,15450.15,519.21,3.48,Bank Transfer,Pending,FY2025,Q2,Over Budget
FIN000570,PO000570,V011,H005,D0099,CC1019,INV-2025-000570,2025-03-23,2025-05-22,2025-05-20,2025-03-22,Pharmacy,CAPEX,29790.46,32398.99,2608.53,8.76,Bank Transfer,Paid,FY2025,Q1,Over Budget
FIN000571,PO000571,V007,H003,D0053,CC1013,INV-2023-000571,2023-06-27,2023-08-26,2023-08-21,2023-06-26,Laboratory,OPEX,27487323.5,30233903.67,2746580.17,9.99,Wire Transfer,Paid,FY2023,Q2,Over Budget
FIN000572,PO000572,V007,H002,D0027,CC1007,INV-2024-000572,2024-08-30,2024-10-29,2024-10-26,2024-08-29,Equipment,CAPEX,18414229.03,18014833.8,-399395.23,-2.17,ACH,Paid,FY2024,Q3,Within Budget
FIN000573,PO000573,V001,H004,D0079,CC1019,INV-2023-000573,2023-11-25,2023-12-25,,2023-11-25,Medical Supplies,OPEX,271386.82,260109.12,-11277.7,-4.16,Cheque,Pending,FY2023,Q4,Within Budget
FIN000574,PO000574,V006,H004,D0072,CC1012,INV-2024-000574,2024-09-24,2024-11-23,2024-11-23,2024-09-23,Administration,OPEX,1381990.93,1393870.08,11879.15,0.86,UPI,Partially Paid,FY2024,Q3,Over Budget
FIN000575,PO000575,V003,H004,D0066,CC1006,INV-2023-000575,2023-04-02,2023-05-02,2023-05-04,2023-03-30,Administration,OPEX,8448.56,7771.92,-676.64,-8.01,ACH,Partially Paid,FY2023,Q1,Within Budget
FIN000576,PO000576,V002,H004,D0070,CC1010,INV-2024-000576,2024-03-21,2024-05-05,2024-05-02,2024-03-19,Laboratory,OPEX,256828.63,278946.04,22117.41,8.61,Wire Transfer,Paid,FY2024,Q1,Over Budget
FIN000577,PO000577,V010,H001,D0014,CC1014,INV-2024-000577,2024-01-29,2024-03-14,2024-03-21,2024-01-27,Equipment,OPEX,3362.85,3432.97,70.12,2.09,Cheque,Partially Paid,FY2024,Q1,Over Budget
FIN000578,PO000578,V006,H003,D0043,CC1003,INV-2023-000578,2023-06-21,2023-08-20,2023-09-11,2023-06-19,Pharmacy,OPEX,1364610.73,1337191.76,-27418.97,-2.01,ACH,Overdue,FY2023,Q2,Within Budget
FIN000579,PO000579,V009,H005,D0084,CC1004,INV-2025-000579,2025-01-15,2025-03-01,,2025-01-13,Equipment,OPEX,121868.65,129380.13,7511.48,6.16,UPI,Pending,FY2025,Q1,Over Budget
FIN000580,PO000580,V011,H001,D0006,CC1006,INV-2024-000580,2024-11-03,2025-01-02,,2024-11-01,Pharmacy,CAPEX,20981.39,20804.59,-176.8,-0.84,UPI,Pending,FY2024,Q4,Within Budget
FIN000581,PO000581,V002,H003,D0041,CC1001,INV-2025-000581,2025-02-01,2025-03-18,,2025-01-29,Administration,CAPEX,193629.08,190931.67,-2697.41,-1.39,Cheque,Pending,FY2025,Q1,Within Budget
FIN000582,PO000582,V011,H001,D0007,CC1007,INV-2025-000582,2025-06-29,2025-08-28,2025-08-27,2025-06-29,Medical Supplies,OPEX,16109.73,15174.08,-935.65,-5.81,ACH,Paid,FY2025,Q2,Within Budget
FIN000583,PO000583,V005,H005,D0085,CC1005,INV-2025-000583,2025-09-01,2025-10-31,2025-11-10,2025-08-31,Pharmacy,OPEX,10186154.88,10684079.42,497924.54,4.89,Bank Transfer,Partially Paid,FY2025,Q3,Over Budget
FIN000584,PO000584,V001,H004,D0075,CC1015,INV-2023-000584,2023-06-28,2023-07-28,2023-07-24,2023-06-26,Medical Supplies,CAPEX,49607.37,47785.82,-1821.55,-3.67,Cheque,Paid,FY2023,Q2,Within Budget
FIN000585,PO000585,V005,H003,D0050,CC1010,INV-2023-000585,2023-02-28,2023-04-29,,2023-02-27,Administration,CAPEX,22900071.42,24877969.47,1977898.05,8.64,ACH,Pending,FY2023,Q1,Over Budget
FIN000586,PO000586,V001,H005,D0091,CC1011,INV-2025-000586,2025-09-02,2025-10-02,,2025-08-31,Medical Supplies,CAPEX,225974.42,225481.86,-492.56,-0.22,Cheque,Pending,FY2025,Q3,Within Budget
FIN000587,PO000587,V011,H003,D0057,CC1017,INV-2025-000587,2025-08-25,2025-10-24,2025-10-24,2025-08-23,Medical Supplies,CAPEX,24241.01,24652.38,411.37,1.7,ACH,Partially Paid,FY2025,Q3,Over Budget
FIN000588,PO000588,V005,H002,D0032,CC1012,INV-2025-000588,2025-12-12,2026-02-10,2026-03-07,2025-12-09,Pharmacy,OPEX,20149901.55,19675479.71,-474421.84,-2.35,ACH,Overdue,FY2025,Q4,Within Budget
FIN000589,PO000589,V011,H003,D0049,CC1009,INV-2025-000589,2025-01-18,2025-03-19,2025-03-20,2025-01-17,Equipment,OPEX,23211.17,24207.67,996.5,4.29,UPI,Partially Paid,FY2025,Q1,Over Budget
FIN000590,PO000590,V004,H005,D0094,CC1014,INV-2024-000590,2024-04-28,2024-06-12,2024-06-08,2024-04-28,Pharmacy,OPEX,4957.37,5365.87,408.5,8.24,ACH,Paid,FY2024,Q2,Over Budget
FIN000591,PO000591,V006,H001,D0016,CC1016,INV-2025-000591,2025-09-13,2025-11-12,2025-11-09,2025-09-11,Equipment,OPEX,14750345.18,14506673.52,-243671.66,-1.65,ACH,Paid,FY2025,Q3,Within Budget
FIN000592,PO000592,V006,H005,D0099,CC1019,INV-2025-000592,2025-12-23,2026-02-21,,2025-12-23,Administration,CAPEX,1674347.05,1542145.62,-132201.43,-7.9,Cheque,Pending,FY2025,Q4,Within Budget
FIN000593,PO000593,V008,H005,D0096,CC1016,INV-2025-000593,2025-03-13,2025-05-12,2025-05-07,2025-03-11,Pharmacy,OPEX,14095001.93,13322539.3,-772462.63,-5.48,ACH,Paid,FY2025,Q1,Within Budget
FIN000594,PO000594,V012,H002,D0021,CC1001,INV-2025-000594,2025-01-12,2025-03-13,2025-03-09,2025-01-11,Laboratory,OPEX,23071.25,22976.56,-94.69,-0.41,Wire Transfer,Paid,FY2025,Q1,Within Budget
FIN000595,PO000595,V011,H001,D0014,CC1014,INV-2025-000595,2025-07-05,2025-09-03,,2025-07-04,Pharmacy,CAPEX,9761.69,10338.15,576.46,5.91,Wire Transfer,Pending,FY2025,Q3,Over Budget
FIN000596,PO000596,V011,H005,D0086,CC1006,INV-2023-000596,2023-11-22,2024-01-21,2024-01-31,2023-11-19,Medical Supplies,OPEX,17303.68,18336.21,1032.53,5.97,Wire Transfer,Partially Paid,FY2023,Q4,Over Budget
FIN000597,PO000597,V008,H003,D0060,CC1020,INV-2025-000597,2025-05-25,2025-07-24,2025-08-03,2025-05-24,Pharmacy,CAPEX,26569415.76,26861305.5,291889.74,1.1,Bank Transfer,Partially Paid,FY2025,Q2,Over Budget
FIN000598,PO000598,V002,H001,D0005,CC1005,INV-2023-000598,2023-12-13,2024-01-27,2024-01-23,2023-12-11,Pharmacy,CAPEX,147677.73,151127.18,3449.45,2.34,Cheque,Paid,FY2023,Q4,Over Budget
FIN000599,PO000599,V012,H004,D0063,CC1003,INV-2025-000599,2025-11-30,2026-01-29,2026-01-29,2025-11-29,Medical Supplies,OPEX,3069.97,3378.16,308.19,10.04,UPI,Paid,FY2025,Q4,Over Budget
FIN000600,PO000600,V007,H001,D0007,CC1007,INV-2023-000600,2023-03-07,2023-05-06,2023-05-01,2023-03-07,Equipment,CAPEX,41565513.98,41291291.72,-274222.26,-0.66,Bank Transfer,Paid,FY2023,Q1,Within Budget
FIN000601,PO000601,V003,H004,D0068,CC1008,INV-2023-000601,2023-12-25,2024-01-24,2024-01-24,2023-12-22,Equipment,OPEX,14985.38,15922.99,937.61,6.26,Cheque,Paid,FY2023,Q4,Over Budget
FIN000602,PO000602,V011,H005,D0100,CC1020,INV-2023-000602,2023-12-28,2024-02-26,2024-02-26,2023-12-28,Equipment,CAPEX,19794.7,18971.82,-822.88,-4.16,UPI,Paid,FY2023,Q4,Within Budget
FIN000603,PO000603,V003,H005,D0085,CC1005,INV-2025-000603,2025-03-06,2025-04-05,2025-04-11,2025-03-05,Laboratory,CAPEX,15845.32,17334.56,1489.24,9.4,Cheque,Partially Paid,FY2025,Q1,Over Budget
FIN000604,PO000604,V011,H005,D0083,CC1003,INV-2023-000604,2023-08-01,2023-09-30,2023-09-30,2023-08-01,Administration,OPEX,11773.33,11933.17,159.84,1.36,UPI,Paid,FY2023,Q3,Over Budget
FIN000605,PO000605,V004,H003,D0048,CC1008,INV-2025-000605,2025-09-20,2025-11-04,,2025-09-20,Medical Supplies,CAPEX,4971.13,5446.93,475.8,9.57,UPI,Pending,FY2025,Q3,Over Budget
FIN000606,PO000606,V004,H003,D0048,CC1008,INV-2023-000606,2023-04-11,2023-05-26,2023-05-24,2023-04-09,Laboratory,CAPEX,10447.29,11340.62,893.33,8.55,Cheque,Paid,FY2023,Q2,Over Budget
FIN000607,PO000607,V005,H002,D0036,CC1016,INV-2023-000607,2023-08-14,2023-10-13,2023-10-09,2023-08-14,Equipment,OPEX,10329666.62,9704461.77,-625204.85,-6.05,Cheque,Paid,FY2023,Q3,Within Budget
FIN000608,PO000608,V006,H003,D0052,CC1012,INV-2024-000608,2024-08-27,2024-10-26,2024-10-28,2024-08-25,Pharmacy,CAPEX,4744687.31,4478849.3,-265838.01,-5.6,Bank Transfer,Partially Paid,FY2024,Q3,Within Budget
FIN000609,PO000609,V009,H003,D0044,CC1004,INV-2025-000609,2025-12-11,2026-01-25,2026-01-25,2025-12-10,Administration,CAPEX,15880.24,15712.05,-168.19,-1.06,UPI,Paid,FY2025,Q4,Within Budget
FIN000610,PO000610,V011,H005,D0094,CC1014,INV-2025-000610,2025-01-25,2025-03-26,2025-03-21,2025-01-25,Pharmacy,OPEX,22048.68,21841.08,-207.6,-0.94,Cheque,Paid,FY2025,Q1,Within Budget
