Date_Key,Date,Day,Day_Name,Week_Number,Month,Month_Name,Quarter,Year,Fiscal_Year,Fiscal_Quarter,Is_Weekend,Is_Month_Start,Day_Of_Year
20240912,2024-09-12,12,Thursday,37,9,September,3,2024,FY2024,Q3,No,No,256
20240913,2024-09-13,13,Friday,37,9,September,3,2024,FY2024,Q3,No,No,257
20240914,2024-09-14,14,Saturday,37,9,September,3,2024,FY2024,Q3,Yes,No,258
20240915,2024-09-15,15,Sunday,37,9,September,3,2024,FY2024,Q3,Yes,No,259
20240916,2024-09-16,16,Monday,38,9,September,3,2024,FY2024,Q3,No,No,260
20240917,2024-09-17,17,Tuesday,38,9,September,3,2024,FY2024,Q3,No,No,261
20240918,2024-09-18,18,Wednesday,38,9,September,3,2024,FY2024,Q3,No,No,262
20240919,2024-09-19,19,Thursday,38,9,September,3,2024,FY2024,Q3,No,No,263
20240920,2024-09-20,20,Friday,38,9,September,3,2024,FY2024,Q3,No,No,264
20240921,2024-09-21,21,Saturday,38,9,September,3,2024,FY2024,Q3,Yes,No,265
20240922,2024-09-22,22,Sunday,38,9,September,3,2024,FY2024,Q3,Yes,No,266
20240923,2024-09-23,23,Monday,39,9,September,3,2024,FY2024,Q3,No,No,267
20240924,2024-09-24,24,Tuesday,39,9,September,3,2024,FY2024,Q3,No,No,268
20240925,2024-09-25,25,Wednesday,39,9,September,3,2024,FY2024,Q3,No,No,269
20240926,2024-09-26,26,Thursday,39,9,September,3,2024,FY2024,Q3,No,No,270
20240927,2024-09-27,27,Friday,39,9,September,3,2024,FY2024,Q3,No,No,271
20240928,2024-09-28,28,Saturday,39,9,September,3,2024,FY2024,Q3,Yes,No,272
20240929,2024-09-29,29,Sunday,39,9,September,3,2024,FY2024,Q3,Yes,No,273
20240930,2024-09-30,30,Monday,40,9,September,3,2024,FY2024,Q3,No,No,274
20241001,2024-10-01,1,Tuesday,40,10,October,4,2024,FY2024,Q4,No,Yes,275
20241002,2024-10-02,2,Wednesday,40,10,October,4,2024,FY2024,Q4,No,No,276
20241003,2024-10-03,3,Thursday,40,10,October,4,2024,FY2024,Q4,No,No,277
20241004,2024-10-04,4,Friday,40,10,October,4,2024,FY2024,Q4,No,No,278
20241005,2024-10-05,5,Saturday,40,10,October,4,2024,FY2024,Q4,Yes,No,279
20241006,2024-10-06,6,Sunday,40,10,October,4,2024,FY2024,Q4,Yes,No,280
20241007,2024-10-07,7,Monday,41,10,October,4,2024,FY2024,Q4,No,No,281
20241008,2024-10-08,8,Tuesday,41,10,October,4,2024,FY2024,Q4,No,No,282
20241009,2024-10-09,9,Wednesday,41,10,October,4,2024,FY2024,Q4,No,No,283
20241010,2024-10-10,10,Thursday,41,10,October,4,2024,FY2024,Q4,No,No,284
20241011,2024-10-11,11,Friday,41,10,October,4,2024,FY2024,Q4,No,No,285
20241012,2024-10-12,12,Saturday,41,10,October,4,2024,FY2024,Q4,Yes,No,286
20241013,2024-10-13,13,Sunday,41,10,October,4,2024,FY2024,Q4,Yes,No,287
20241014,2024-10-14,14,Monday,42,10,October,4,2024,FY2024,Q4,No,No,288
20241015,2024-10-15,15,Tuesday,42,10,October,4,2024,FY2024,Q4,No,No,289
20241016,2024-10-16,16,Wednesday,42,10,October,4,2024,FY2024,Q4,No,No,290
20241017,2024-10-17,17,Thursday,42,10,October,4,2024,FY2024,Q4,No,No,291
20241018,2024-10-18,18,Friday,42,10,October,4,2024,FY2024,Q4,No,No,292
20241019,2024-10-19,19,Saturday,42,10,October,4,2024,FY2024,Q4,Yes,No,293
20241020,2024-10-20,20,Sunday,42,10,October,4,2024,FY2024,Q4,Yes,No,294
20241021,2024-10-21,21,Monday,43,10,October,4,2024,FY2024,Q4,No,No,295
20241022,2024-10-22,22,Tuesday,43,10,October,4,2024,FY2024,Q4,No,No,296
20241023,2024-10-23,23,Wednesday,43,10,October,4,2024,FY2024,Q4,No,No,297
20241024,2024-10-24,24,Thursday,43,10,October,4,2024,FY2024,Q4,No,No,298
20241025,2024-10-25,25,Friday,43,10,October,4,2024,FY2024,Q4,No,No,299
20241026,2024-10-26,26,Saturday,43,10,October,4,2024,FY2024,Q4,Yes,No,300
20241027,2024-10-27,27,Sunday,43,10,October,4,2024,FY2024,Q4,Yes,No,301
20241028,2024-10-28,28,Monday,44,10,October,4,2024,FY2024,Q4,No,No,302
20241029,2024-10-29,29,Tuesday,44,10,October,4,2024,FY2024,Q4,No,No,303
20241030,2024-10-30,30,Wednesday,44,10,October,4,2024,FY2024,Q4,No,No,304
20241031,2024-10-31,31,Thursday,44,10,October,4,2024,FY2024,Q4,No,No,305
20241101,2024-11-01,1,Friday,44,11,November,4,2024,FY2024,Q4,No,Yes,306
20241102,2024-11-02,2,Saturday,44,11,November,4,2024,FY2024,Q4,Yes,No,307
20241103,2024-11-03,3,Sunday,44,11,November,4,2024,FY2024,Q4,Yes,No,308
20241104,2024-11-04,4,Monday,45,11,November,4,2024,FY2024,Q4,No,No,309
20241105,2024-11-05,5,Tuesday,45,11,November,4,2024,FY2024,Q4,No,No,310
20241106,2024-11-06,6,Wednesday,45,11,November,4,2024,FY2024,Q4,No,No,311
20241107,2024-11-07,7,Thursday,45,11,November,4,2024,FY2024,Q4,No,No,312
20241108,2024-11-08,8,Friday,45,11,November,4,2024,FY2024,Q4,No,No,313
20241109,2024-11-09,9,Saturday,45,11,November,4,2024,FY2024,Q4,Yes,No,314
20241110,2024-11-10,10,Sunday,45,11,November,4,2024,FY2024,Q4,Yes,No,315
20241111,2024-11-11,11,Monday,46,11,November,4,2024,FY2024,Q4,No,No,316
20241112,2024-11-12,12,Tuesday,46,11,November,4,2024,FY2024,Q4,No,No,317
20241113,2024-11-13,13,Wednesday,46,11,November,4,2024,FY2024,Q4,No,No,318
20241114,2024-11-14,14,Thursday,46,11,November,4,2024,FY2024,Q4,No,No,319
20241115,2024-11-15,15,Friday,46,11,November,4,2024,FY2024,Q4,No,No,320
20241116,2024-11-16,16,Saturday,46,11,November,4,2024,FY2024,Q4,Yes,No,321
20241117,2024-11-17,17,Sunday,46,11,November,4,2024,FY2024,Q4,Yes,No,322
20241118,2024-11-18,18,Monday,47,11,November,4,2024,FY2024,Q4,No,No,323
20241119,2024-11-19,19,Tuesday,47,11,November,4,2024,FY2024,Q4,No,No,324
20241120,2024-11-20,20,Wednesday,47,11,November,4,2024,FY2024,Q4,No,No,325
20241121,2024-11-21,21,Thursday,47,11,November,4,2024,FY2024,Q4,No,No,326
20241122,2024-11-22,22,Friday,47,11,November,4,2024,FY2024,Q4,No,No,327
20241123,2024-11-23,23,Saturday,47,11,November,4,2024,FY2024,Q4,Yes,No,328
20241124,2024-11-24,24,Sunday,47,11,November,4,2024,FY2024,Q4,Yes,No,329
20241125,2024-11-25,25,Monday,48,11,November,4,2024,FY2024,Q4,No,No,330
20241126,2024-11-26,26,Tuesday,48,11,November,4,2024,FY2024,Q4,No,No,331
20241127,2024-11-27,27,Wednesday,48,11,November,4,2024,FY2024,Q4,No,No,332
20241128,2024-11-28,28,Thursday,48,11,November,4,2024,FY2024,Q4,No,No,333
20241129,2024-11-29,29,Friday,48,11,November,4,2024,FY2024,Q4,No,No,334
20241130,2024-11-30,30,Saturday,48,11,November,4,2024,FY2024,Q4,Yes,No,335
20241201,2024-12-01,1,Sunday,48,12,December,4,2024,FY2024,Q4,Yes,Yes,336
20241202,2024-12-02,2,Monday,49,12,December,4,2024,FY2024,Q4,No,No,337
20241203,2024-12-03,3,Tuesday,49,12,December,4,2024,FY2024,Q4,No,No,338
20241204,2024-12-04,4,Wednesday,49,12,December,4,2024,FY2024,Q4,No,No,339
20241205,2024-12-05,5,Thursday,49,12,December,4,2024,FY2024,Q4,No,No,340
20241206,2024-12-06,6,Friday,49,12,December,4,2024,FY2024,Q4,No,No,341
20241207,2024-12-07,7,Saturday,49,12,December,4,2024,FY2024,Q4,Yes,No,342
20241208,2024-12-08,8,Sunday,49,12,December,4,2024,FY2024,Q4,Yes,No,343
20241209,2024-12-09,9,Monday,50,12,December,4,2024,FY2024,Q4,No,No,344
20241210,2024-12-10,10,Tuesday,50,12,December,4,2024,FY2024,Q4,No,No,345
20241211,2024-12-11,11,Wednesday,50,12,December,4,2024,FY2024,Q4,No,No,346
20241212,2024-12-12,12,Thursday,50,12,December,4,2024,FY2024,Q4,No,No,347
20241213,2024-12-13,13,Friday,50,12,December,4,2024,FY2024,Q4,No,No,348
20241214,2024-12-14,14,Saturday,50,12,December,4,2024,FY2024,Q4,Yes,No,349
20241215,2024-12-15,15,Sunday,50,12,December,4,2024,FY2024,Q4,Yes,No,350
20241216,2024-12-16,16,Monday,51,12,December,4,2024,FY2024,Q4,No,No,351
20241217,2024-12-17,17,Tuesday,51,12,December,4,2024,FY2024,Q4,No,No,352
20241218,2024-12-18,18,Wednesday,51,12,December,4,2024,FY2024,Q4,No,No,353
20241219,2024-12-19,19,Thursday,51,12,December,4,2024,FY2024,Q4,No,No,354
20241220,2024-12-20,20,Friday,51,12,December,4,2024,FY2024,Q4,No,No,355
20241221,2024-12-21,21,Saturday,51,12,December,4,2024,FY2024,Q4,Yes,No,356
20241222,2024-12-22,22,Sunday,51,12,December,4,2024,FY2024,Q4,Yes,No,357
20241223,2024-12-23,23,Monday,52,12,December,4,2024,FY2024,Q4,No,No,358
20241224,2024-12-24,24,Tuesday,52,12,December,4,2024,FY2024,Q4,No,No,359
20241225,2024-12-25,25,Wednesday,52,12,December,4,2024,FY2024,Q4,No,No,360
20241226,2024-12-26,26,Thursday,52,12,December,4,2024,FY2024,Q4,No,No,361
20241227,2024-12-27,27,Friday,52,12,December,4,2024,FY2024,Q4,No,No,362
20241228,2024-12-28,28,Saturday,52,12,December,4,2024,FY2024,Q4,Yes,No,363
20241229,2024-12-29,29,Sunday,52,12,December,4,2024,FY2024,Q4,Yes,No,364
20241230,2024-12-30,30,Monday,1,12,December,4,2024,FY2024,Q4,No,No,365
20241231,2024-12-31,31,Tuesday,1,12,December,4,2024,FY2024,Q4,No,No,366
20250101,2025-01-01,1,Wednesday,1,1,January,1,2025,FY2025,Q1,No,Yes,1
20250102,2025-01-02,2,Thursday,1,1,January,1,2025,FY2025,Q1,No,No,2
20250103,2025-01-03,3,Friday,1,1,January,1,2025,FY2025,Q1,No,No,3
20250104,2025-01-04,4,Saturday,1,1,January,1,2025,FY2025,Q1,Yes,No,4
20250105,2025-01-05,5,Sunday,1,1,January,1,2025,FY2025,Q1,Yes,No,5
20250106,2025-01-06,6,Monday,2,1,January,1,2025,FY2025,Q1,No,No,6
20250107,2025-01-07,7,Tuesday,2,1,January,1,2025,FY2025,Q1,No,No,7
20250108,2025-01-08,8,Wednesday,2,1,January,1,2025,FY2025,Q1,No,No,8
20250109,2025-01-09,9,Thursday,2,1,January,1,2025,FY2025,Q1,No,No,9
20250110,2025-01-10,10,Friday,2,1,January,1,2025,FY2025,Q1,No,No,10
20250111,2025-01-11,11,Saturday,2,1,January,1,2025,FY2025,Q1,Yes,No,11
20250112,2025-01-12,12,Sunday,2,1,January,1,2025,FY2025,Q1,Yes,No,12
20250113,2025-01-13,13,Monday,3,1,January,1,2025,FY2025,Q1,No,No,13
20250114,2025-01-14,14,Tuesday,3,1,January,1,2025,FY2025,Q1,No,No,14
20250115,2025-01-15,15,Wednesday,3,1,January,1,2025,FY2025,Q1,No,No,15
20250116,2025-01-16,16,Thursday,3,1,January,1,2025,FY2025,Q1,No,No,16
20250117,2025-01-17,17,Friday,3,1,January,1,2025,FY2025,Q1,No,No,17
20250118,2025-01-18,18,Saturday,3,1,January,1,2025,FY2025,Q1,Yes,No,18
20250119,2025-01-19,19,Sunday,3,1,January,1,2025,FY2025,Q1,Yes,No,19
20250120,2025-01-20,20,Monday,4,1,January,1,2025,FY2025,Q1,No,No,20
20250121,2025-01-21,21,Tuesday,4,1,January,1,2025,FY2025,Q1,No,No,21
20250122,2025-01-22,22,Wednesday,4,1,January,1,2025,FY2025,Q1,No,No,22
20250123,2025-01-23,23,Thursday,4,1,January,1,2025,FY2025,Q1,No,No,23
20250124,2025-01-24,24,Friday,4,1,January,1,2025,FY2025,Q1,No,No,24
20250125,2025-01-25,25,Saturday,4,1,January,1,2025,FY2025,Q1,Yes,No,25
20250126,2025-01-26,26,Sunday,4,1,January,1,2025,FY2025,Q1,Yes,No,26
20250127,2025-01-27,27,Monday,5,1,January,1,2025,FY2025,Q1,No,No,27
20250128,2025-01-28,28,Tuesday,5,1,January,1,2025,FY2025,Q1,No,No,28
20250129,2025-01-29,29,Wednesday,5,1,January,1,2025,FY2025,Q1,No,No,29
20250130,2025-01-30,30,Thursday,5,1,January,1,2025,FY2025,Q1,No,No,30
20250131,2025-01-31,31,Friday,5,1,January,1,2025,FY2025,Q1,No,No,31
20250201,2025-02-01,1,Saturday,5,2,February,1,2025,FY2025,Q1,Yes,Yes,32
20250202,2025-02-02,2,Sunday,5,2,February,1,2025,FY2025,Q1,Yes,No,33
20250203,2025-02-03,3,Monday,6,2,February,1,2025,FY2025,Q1,No,No,34
20250204,2025-02-04,4,Tuesday,6,2,February,1,2025,FY2025,Q1,No,No,35
20250205,2025-02-05,5,Wednesday,6,2,February,1,2025,FY2025,Q1,No,No,36
20250206,2025-02-06,6,Thursday,6,2,February,1,2025,FY2025,Q1,No,No,37
20250207,2025-02-07,7,Friday,6,2,February,1,2025,FY2025,Q1,No,No,38
20250208,2025-02-08,8,Saturday,6,2,February,1,2025,FY2025,Q1,Yes,No,39
20250209,2025-02-09,9,Sunday,6,2,February,1,2025,FY2025,Q1,Yes,No,40
20250210,2025-02-10,10,Monday,7,2,February,1,2025,FY2025,Q1,No,No,41
20250211,2025-02-11,11,Tuesday,7,2,February,1,2025,FY2025,Q1,No,No,42
20250212,2025-02-12,12,Wednesday,7,2,February,1,2025,FY2025,Q1,No,No,43
20250213,2025-02-13,13,Thursday,7,2,February,1,2025,FY2025,Q1,No,No,44
20250214,2025-02-14,14,Friday,7,2,February,1,2025,FY2025,Q1,No,No,45
20250215,2025-02-15,15,Saturday,7,2,February,1,2025,FY2025,Q1,Yes,No,46
20250216,2025-02-16,16,Sunday,7,2,February,1,2025,FY2025,Q1,Yes,No,47
20250217,2025-02-17,17,Monday,8,2,February,1,2025,FY2025,Q1,No,No,48
20250218,2025-02-18,18,Tuesday,8,2,February,1,2025,FY2025,Q1,No,No,49
20250219,2025-02-19,19,Wednesday,8,2,February,1,2025,FY2025,Q1,No,No,50
20250220,2025-02-20,20,Thursday,8,2,February,1,2025,FY2025,Q1,No,No,51
20250221,2025-02-21,21,Friday,8,2,February,1,2025,FY2025,Q1,No,No,52
20250222,2025-02-22,22,Saturday,8,2,February,1,2025,FY2025,Q1,Yes,No,53
20250223,2025-02-23,23,Sunday,8,2,February,1,2025,FY2025,Q1,Yes,No,54
20250224,2025-02-24,24,Monday,9,2,February,1,2025,FY2025,Q1,No,No,55
20250225,2025-02-25,25,Tuesday,9,2,February,1,2025,FY2025,Q1,No,No,56
20250226,2025-02-26,26,Wednesday,9,2,February,1,2025,FY2025,Q1,No,No,57
20250227,2025-02-27,27,Thursday,9,2,February,1,2025,FY2025,Q1,No,No,58
20250228,2025-02-28,28,Friday,9,2,February,1,2025,FY2025,Q1,No,No,59
20250301,2025-03-01,1,Saturday,9,3,March,1,2025,FY2025,Q1,Yes,Yes,60
20250302,2025-03-02,2,Sunday,9,3,March,1,2025,FY2025,Q1,Yes,No,61
20250303,2025-03-03,3,Monday,10,3,March,1,2025,FY2025,Q1,No,No,62
20250304,2025-03-04,4,Tuesday,10,3,March,1,2025,FY2025,Q1,No,No,63
20250305,2025-03-05,5,Wednesday,10,3,March,1,2025,FY2025,Q1,No,No,64
20250306,2025-03-06,6,Thursday,10,3,March,1,2025,FY2025,Q1,No,No,65
20250307,2025-03-07,7,Friday,10,3,March,1,2025,FY2025,Q1,No,No,66
20250308,2025-03-08,8,Saturday,10,3,March,1,2025,FY2025,Q1,Yes,No,67
20250309,2025-03-09,9,Sunday,10,3,March,1,2025,FY2025,Q1,Yes,No,68
20250310,2025-03-10,10,Monday,11,3,March,1,2025,FY2025,Q1,No,No,69
20250311,2025-03-11,11,Tuesday,11,3,March,1,2025,FY2025,Q1,No,No,70
20250312,2025-03-12,12,Wednesday,11,3,March,1,2025,FY2025,Q1,No,No,71
20250313,2025-03-13,13,Thursday,11,3,March,1,2025,FY2025,Q1,No,No,72
20250314,2025-03-14,14,Friday,11,3,March,1,2025,FY2025,Q1,No,No,73
20250315,2025-03-15,15,Saturday,11,3,March,1,2025,FY2025,Q1,Yes,No,74
20250316,2025-03-16,16,Sunday,11,3,March,1,2025,FY2025,Q1,Yes,No,75
20250317,2025-03-17,17,Monday,12,3,March,1,2025,FY2025,Q1,No,No,76
20250318,2025-03-18,18,Tuesday,12,3,March,1,2025,FY2025,Q1,No,No,77
20250319,2025-03-19,19,Wednesday,12,3,March,1,2025,FY2025,Q1,No,No,78
20250320,2025-03-20,20,Thursday,12,3,March,1,2025,FY2025,Q1,No,No,79
20250321,2025-03-21,21,Friday,12,3,March,1,2025,FY2025,Q1,No,No,80
20250322,2025-03-22,22,Saturday,12,3,March,1,2025,FY2025,Q1,Yes,No,81
20250323,2025-03-23,23,Sunday,12,3,March,1,2025,FY2025,Q1,Yes,No,82
20250324,2025-03-24,24,Monday,13,3,March,1,2025,FY2025,Q1,No,No,83
20250325,2025-03-25,25,Tuesday,13,3,March,1,2025,FY2025,Q1,No,No,84
20250326,2025-03-26,26,Wednesday,13,3,March,1,2025,FY2025,Q1,No,No,85
20250327,2025-03-27,27,Thursday,13,3,March,1,2025,FY2025,Q1,No,No,86
20250328,2025-03-28,28,Friday,13,3,March,1,2025,FY2025,Q1,No,No,87
20250329,2025-03-29,29,Saturday,13,3,March,1,2025,FY2025,Q1,Yes,No,88
20250330,2025-03-30,30,Sunday,13,3,March,1,2025,FY2025,Q1,Yes,No,89
20250331,2025-03-31,31,Monday,14,3,March,1,2025,FY2025,Q1,No,No,90
20250401,2025-04-01,1,Tuesday,14,4,April,2,2025,FY2025,Q2,No,Yes,91
20250402,2025-04-02,2,Wednesday,14,4,April,2,2025,FY2025,Q2,No,No,92
20250403,2025-04-03,3,Thursday,14,4,April,2,2025,FY2025,Q2,No,No,93
20250404,2025-04-04,4,Friday,14,4,April,2,2025,FY2025,Q2,No,No,94
20250405,2025-04-05,5,Saturday,14,4,April,2,2025,FY2025,Q2,Yes,No,95
20250406,2025-04-06,6,Sunday,14,4,April,2,2025,FY2025,Q2,Yes,No,96
20250407,2025-04-07,7,Monday,15,4,April,2,2025,FY2025,Q2,No,No,97
20250408,2025-04-08,8,Tuesday,15,4,April,2,2025,FY2025,Q2,No,No,98
20250409,2025-04-09,9,Wednesday,15,4,April,2,2025,FY2025,Q2,No,No,99
20250410,2025-04-10,10,Thursday,15,4,April,2,2025,FY2025,Q2,No,No,100
20250411,2025-04-11,11,Friday,15,4,April,2,2025,FY2025,Q2,No,No,101
20250412,2025-04-12,12,Saturday,15,4,April,2,2025,FY2025,Q2,Yes,No,102
20250413,2025-04-13,13,Sunday,15,4,April,2,2025,FY2025,Q2,Yes,No,103
20250414,2025-04-14,14,Monday,16,4,April,2,2025,FY2025,Q2,No,No,104
20250415,2025-04-15,15,Tuesday,16,4,April,2,2025,FY2025,Q2,No,No,105
20250416,2025-04-16,16,Wednesday,16,4,April,2,2025,FY2025,Q2,No,No,106
20250417,2025-04-17,17,Thursday,16,4,April,2,2025,FY2025,Q2,No,No,107
20250418,2025-04-18,18,Friday,16,4,April,2,2025,FY2025,Q2,No,No,108
20250419,2025-04-19,19,Saturday,16,4,April,2,2025,FY2025,Q2,Yes,No,109
20250420,2025-04-20,20,Sunday,16,4,April,2,2025,FY2025,Q2,Yes,No,110
20250421,2025-04-21,21,Monday,17,4,April,2,2025,FY2025,Q2,No,No,111
20250422,2025-04-22,22,Tuesday,17,4,April,2,2025,FY2025,Q2,No,No,112
20250423,2025-04-23,23,Wednesday,17,4,April,2,2025,FY2025,Q2,No,No,113
20250424,2025-04-24,24,Thursday,17,4,April,2,2025,FY2025,Q2,No,No,114
20250425,2025-04-25,25,Friday,17,4,April,2,2025,FY2025,Q2,No,No,115
20250426,2025-04-26,26,Saturday,17,4,April,2,2025,FY2025,Q2,Yes,No,116
20250427,2025-04-27,27,Sunday,17,4,April,2,2025,FY2025,Q2,Yes,No,117
20250428,2025-04-28,28,Monday,18,4,April,2,2025,FY2025,Q2,No,No,118
20250429,2025-04-29,29,Tuesday,18,4,April,2,2025,FY2025,Q2,No,No,119
20250430,2025-04-30,30,Wednesday,18,4,April,2,2025,FY2025,Q2,No,No,120
20250501,2025-05-01,1,Thursday,18,5,May,2,2025,FY2025,Q2,No,Yes,121
20250502,2025-05-02,2,Friday,18,5,May,2,2025,FY2025,Q2,No,No,122
20250503,2025-05-03,3,Saturday,18,5,May,2,2025,FY2025,Q2,Yes,No,123
20250504,2025-05-04,4,Sunday,18,5,May,2,2025,FY2025,Q2,Yes,No,124
20250505,2025-05-05,5,Monday,19,5,May,2,2025,FY2025,Q2,No,No,125
20250506,2025-05-06,6,Tuesday,19,5,May,2,2025,FY2025,Q2,No,No,126
20250507,2025-05-07,7,Wednesday,19,5,May,2,2025,FY2025,Q2,No,No,127
20250508,2025-05-08,8,Thursday,19,5,May,2,2025,FY2025,Q2,No,No,128
20250509,2025-05-09,9,Friday,19,5,May,2,2025,FY2025,Q2,No,No,129
20250510,2025-05-10,10,Saturday,19,5,May,2,2025,FY2025,Q2,Yes,No,130
20250511,2025-05-11,11,Sunday,19,5,May,2,2025,FY2025,Q2,Yes,No,131
20250512,2025-05-12,12,Monday,20,5,May,2,2025,FY2025,Q2,No,No,132
20250513,2025-05-13,13,Tuesday,20,5,May,2,2025,FY2025,Q2,No,No,133
20250514,2025-05-14,14,Wednesday,20,5,May,2,2025,FY2025,Q2,No,No,134
20250515,2025-05-15,15,Thursday,20,5,May,2,2025,FY2025,Q2,No,No,135
20250516,2025-05-16,16,Friday,20,5,May,2,2025,FY2025,Q2,No,No,136
20250517,2025-05-17,17,Saturday,20,5,May,2,2025,FY2025,Q2,Yes,No,137
20250518,2025-05-18,18,Sunday,20,5,May,2,2025,FY2025,Q2,Yes,No,138
20250519,2025-05-19,19,Monday,21,5,May,2,2025,FY2025,Q2,No,No,139
20250520,2025-05-20,20,Tuesday,21,5,May,2,2025,FY2025,Q2,No,No,140
20250521,2025-05-21,21,Wednesday,21,5,May,2,2025,FY2025,Q2,No,No,141
20250522,2025-05-22,22,Thursday,21,5,May,2,2025,FY2025,Q2,No,No,142
20250523,2025-05-23,23,Friday,21,5,May,2,2025,FY2025,Q2,No,No,143
20250524,2025-05-24,24,Saturday,21,5,May,2,2025,FY2025,Q2,Yes,No,144
20250525,2025-05-25,25,Sunday,21,5,May,2,2025,FY2025,Q2,Yes,No,145
20250526,2025-05-26,26,Monday,22,5,May,2,2025,FY2025,Q2,No,No,146
20250527,2025-05-27,27,Tuesday,22,5,May,2,2025,FY2025,Q2,No,No,147
20250528,2025-05-28,28,Wednesday,22,5,May,2,2025,FY2025,Q2,No,No,148
20250529,2025-05-29,29,Thursday,22,5,May,2,2025,FY2025,Q2,No,No,149
20250530,2025-05-30,30,Friday,22,5,May,2,2025,FY2025,Q2,No,No,150
20250531,2025-05-31,31,Saturday,22,5,May,2,2025,FY2025,Q2,Yes,No,151
20250601,2025-06-01,1,Sunday,22,6,June,2,2025,FY2025,Q2,Yes,Yes,152
20250602,2025-06-02,2,Monday,23,6,June,2,2025,FY2025,Q2,No,No,153
20250603,2025-06-03,3,Tuesday,23,6,June,2,2025,FY2025,Q2,No,No,154
20250604,2025-06-04,4,Wednesday,23,6,June,2,2025,FY2025,Q2,No,No,155
20250605,2025-06-05,5,Thursday,23,6,June,2,2025,FY2025,Q2,No,No,156
20250606,2025-06-06,6,Friday,23,6,June,2,2025,FY2025,Q2,No,No,157
20250607,2025-06-07,7,Saturday,23,6,June,2,2025,FY2025,Q2,Yes,No,158
20250608,2025-06-08,8,Sunday,23,6,June,2,2025,FY2025,Q2,Yes,No,159
20250609,2025-06-09,9,Monday,24,6,June,2,2025,FY2025,Q2,No,No,160
20250610,2025-06-10,10,Tuesday,24,6,June,2,2025,FY2025,Q2,No,No,161
20250611,2025-06-11,11,Wednesday,24,6,June,2,2025,FY2025,Q2,No,No,162
20250612,2025-06-12,12,Thursday,24,6,June,2,2025,FY2025,Q2,No,No,163
20250613,2025-06-13,13,Friday,24,6,June,2,2025,FY2025,Q2,No,No,164
20250614,2025-06-14,14,Saturday,24,6,June,2,2025,FY2025,Q2,Yes,No,165
20250615,2025-06-15,15,Sunday,24,6,June,2,2025,FY2025,Q2,Yes,No,166
20250616,2025-06-16,16,Monday,25,6,June,2,2025,FY2025,Q2,No,No,167
20250617,2025-06-17,17,Tuesday,25,6,June,2,2025,FY2025,Q2,No,No,168
20250618,2025-06-18,18,Wednesday,25,6,June,2,2025,FY2025,Q2,No,No,169
20250619,2025-06-19,19,Thursday,25,6,June,2,2025,FY2025,Q2,No,No,170
20250620,2025-06-20,20,Friday,25,6,June,2,2025,FY2025,Q2,No,No,171
20250621,2025-06-21,21,Saturday,25,6,June,2,2025,FY2025,Q2,Yes,No,172
20250622,2025-06-22,22,Sunday,25,6,June,2,2025,FY2025,Q2,Yes,No,173
20250623,2025-06-23,23,Monday,26,6,June,2,2025,FY2025,Q2,No,No,174
20250624,2025-06-24,24,Tuesday,26,6,June,2,2025,FY2025,Q2,No,No,175
20250625,2025-06-25,25,Wednesday,26,6,June,2,2025,FY2025,Q2,No,No,176
20250626,2025-06-26,26,Thursday,26,6,June,2,2025,FY2025,Q2,No,No,177
20250627,2025-06-27,27,Friday,26,6,June,2,2025,FY2025,Q2,No,No,178
20250628,2025-06-28,28,Saturday,26,6,June,2,2025,FY2025,Q2,Yes,No,179
20250629,2025-06-29,29,Sunday,26,6,June,2,2025,FY2025,Q2,Yes,No,180
20250630,2025-06-30,30,Monday,27,6,June,2,2025,FY2025,Q2,No,No,181
20250701,2025-07-01,1,Tuesday,27,7,July,3,2025,FY2025,Q3,No,Yes,182
20250702,2025-07-02,2,Wednesday,27,7,July,3,2025,FY2025,Q3,No,No,183
20250703,2025-07-03,3,Thursday,27,7,July,3,2025,FY2025,Q3,No,No,184
20250704,2025-07-04,4,Friday,27,7,July,3,2025,FY2025,Q3,No,No,185
20250705,2025-07-05,5,Saturday,27,7,July,3,2025,FY2025,Q3,Yes,No,186
20250706,2025-07-06,6,Sunday,27,7,July,3,2025,FY2025,Q3,Yes,No,187
20250707,2025-07-07,7,Monday,28,7,July,3,2025,FY2025,Q3,No,No,188
20250708,2025-07-08,8,Tuesday,28,7,July,3,2025,FY2025,Q3,No,No,189
20250709,2025-07-09,9,Wednesday,28,7,July,3,2025,FY2025,Q3,No,No,190
20250710,2025-07-10,10,Thursday,28,7,July,3,2025,FY2025,Q3,No,No,191
20250711,2025-07-11,11,Friday,28,7,July,3,2025,FY2025,Q3,No,No,192
20250712,2025-07-12,12,Saturday,28,7,July,3,2025,FY2025,Q3,Yes,No,193
20250713,2025-07-13,13,Sunday,28,7,July,3,2025,FY2025,Q3,Yes,No,194
20250714,2025-07-14,14,Monday,29,7,July,3,2025,FY2025,Q3,No,No,195
20250715,2025-07-15,15,Tuesday,29,7,July,3,2025,FY2025,Q3,No,No,196
20250716,2025-07-16,16,Wednesday,29,7,July,3,2025,FY2025,Q3,No,No,197
20250717,2025-07-17,17,Thursday,29,7,July,3,2025,FY2025,Q3,No,No,198
20250718,2025-07-18,18,Friday,29,7,July,3,2025,FY2025,Q3,No,No,199
20250719,2025-07-19,19,Saturday,29,7,July,3,2025,FY2025,Q3,Yes,No,200
