Staff_ID,Hospital_ID,Department_ID,Job_Role,Staff_Type,Years_Experience,Shift,Employment_Type,Performance_Rating,Status
S00646,H002,D0031,Pharmacist,Clinical Support,11,Morning,Full-Time,3.6,Active
S00647,H002,D0031,Doctor,Clinical,8,Night,Part-Time,4.6,Active
S00648,H002,D0031,Procurement Officer,Non-Clinical,1,Night,Part-Time,3.4,Active
S00649,H002,D0031,Administrator,Non-Clinical,17,Morning,Part-Time,3.6,Active
S00650,H002,D0031,Doctor,Clinical,8,Evening,Part-Time,3.2,Active
S00651,H002,D0031,Pharmacist,Clinical Support,20,Morning,Full-Time,5.0,Active
S00652,H002,D0031,Technician,Clinical Support,5,Evening,Part-Time,3.7,Active
S00653,H002,D0031,Procurement Officer,Non-Clinical,6,Evening,Full-Time,3.0,Active
S00654,H002,D0031,Doctor,Clinical,1,Evening,Full-Time,3.1,Active
S00655,H002,D0031,Doctor,Clinical,13,Night,Part-Time,4.3,Active
S00656,H002,D0031,Administrator,Non-Clinical,14,Evening,Part-Time,3.2,Active
S00657,H002,D0031,Administrator,Non-Clinical,18,Night,Full-Time,3.6,Active
S00658,H002,D0031,Technician,Clinical Support,3,Night,Full-Time,4.9,Active
S00659,H002,D0031,Nurse,Clinical,18,Evening,Part-Time,4.2,Active
S00660,H002,D0031,Maintenance Engineer,Non-Clinical,3,Evening,Part-Time,4.5,Active
S00661,H002,D0031,Maintenance Engineer,Non-Clinical,8,Morning,Full-Time,3.2,Active
S00662,H002,D0031,Pharmacist,Clinical Support,4,Evening,Full-Time,3.6,Active
S00663,H002,D0031,Procurement Officer,Non-Clinical,6,Morning,Full-Time,4.4,Active
S00664,H002,D0031,Procurement Officer,Non-Clinical,1,Morning,Part-Time,4.9,Active
S00665,H002,D0031,Administrator,Non-Clinical,17,Night,Part-Time,3.3,Active
S00666,H002,D0032,Procurement Officer,Non-Clinical,9,Night,Full-Time,4.5,Active
S00667,H002,D0032,Doctor,Clinical,11,Evening,Part-Time,4.0,Active
S00668,H002,D0032,Technician,Clinical Support,19,Night,Full-Time,4.0,Active
S00669,H002,D0032,Administrator,Non-Clinical,12,Morning,Part-Time,4.7,Active
S00670,H002,D0032,Nurse,Clinical,12,Morning,Part-Time,4.5,Active
S00671,H002,D0032,Administrator,Non-Clinical,4,Morning,Full-Time,3.1,Active
S00672,H002,D0032,Maintenance Engineer,Non-Clinical,1,Morning,Full-Time,3.9,Active
S00673,H002,D0032,Pharmacist,Clinical Support,5,Morning,Full-Time,4.1,Active
S00674,H002,D0032,Procurement Officer,Non-Clinical,14,Morning,Part-Time,3.5,Active
S00675,H002,D0032,Procurement Officer,Non-Clinical,11,Evening,Full-Time,4.1,Active
S00676,H002,D0032,Doctor,Clinical,17,Night,Full-Time,3.4,Active
S00677,H002,D0032,Maintenance Engineer,Non-Clinical,17,Morning,Part-Time,3.1,Active
S00678,H002,D0032,Pharmacist,Clinical Support,10,Evening,Part-Time,3.2,Active
S00679,H002,D0032,Pharmacist,Clinical Support,1,Evening,Full-Time,3.6,Active
S00680,H002,D0032,Maintenance Engineer,Non-Clinical,10,Night,Full-Time,3.9,Active
S00681,H002,D0032,Administrator,Non-Clinical,16,Morning,Full-Time,3.3,Active
S00682,H002,D0033,Doctor,Clinical,8,Night,Part-Time,4.3,Active
S00683,H002,D0033,Procurement Officer,Non-Clinical,1,Evening,Full-Time,4.5,Active
S00684,H002,D0033,Pharmacist,Clinical Support,10,Morning,Full-Time,4.1,Active
S00685,H002,D0033,Nurse,Clinical,14,Evening,Full-Time,4.9,Active
S00686,H002,D0033,Nurse,Clinical,9,Morning,Full-Time,4.8,Active
S00687,H002,D0033,Maintenance Engineer,Non-Clinical,17,Evening,Part-Time,3.9,Active
S00688,H002,D0033,Procurement Officer,Non-Clinical,3,Night,Full-Time,4.0,Active
S00689,H002,D0033,Procurement Officer,Non-Clinical,13,Morning,Full-Time,3.9,Active
S00690,H002,D0033,Nurse,Clinical,8,Evening,Part-Time,4.7,Active
S00691,H002,D0033,Maintenance Engineer,Non-Clinical,13,Night,Part-Time,3.6,Active
S00692,H002,D0033,Technician,Clinical Support,8,Morning,Full-Time,3.3,Active
S00693,H002,D0033,Maintenance Engineer,Non-Clinical,19,Morning,Full-Time,3.2,Active
S00694,H002,D0033,Pharmacist,Clinical Support,15,Evening,Part-Time,3.2,Active
S00695,H002,D0033,Technician,Clinical Support,7,Evening,Part-Time,3.9,Active
S00696,H002,D0033,Maintenance Engineer,Non-Clinical,4,Morning,Full-Time,4.6,Active
S00697,H002,D0033,Technician,Clinical Support,20,Morning,Full-Time,4.7,Active
S00698,H002,D0033,Technician,Clinical Support,5,Morning,Full-Time,4.9,Active
S00699,H002,D0033,Pharmacist,Clinical Support,17,Morning,Part-Time,3.5,Active
S00700,H002,D0033,Nurse,Clinical,1,Evening,Part-Time,4.1,Active
S00701,H002,D0033,Administrator,Non-Clinical,8,Morning,Part-Time,3.2,Active
S00702,H002,D0033,Maintenance Engineer,Non-Clinical,5,Morning,Full-Time,3.1,Active
S00703,H002,D0033,Maintenance Engineer,Non-Clinical,8,Morning,Full-Time,4.6,Active
S00704,H002,D0033,Technician,Clinical Support,3,Night,Part-Time,4.8,Active
S00705,H002,D0033,Doctor,Clinical,1,Morning,Full-Time,4.8,Active
S00706,H002,D0033,Pharmacist,Clinical Support,5,Morning,Part-Time,3.2,Active
S00707,H002,D0034,Doctor,Clinical,6,Night,Part-Time,4.6,Active
S00708,H002,D0034,Pharmacist,Clinical Support,16,Morning,Part-Time,4.4,Active
S00709,H002,D0034,Nurse,Clinical,12,Morning,Full-Time,3.5,Active
S00710,H002,D0034,Pharmacist,Clinical Support,5,Morning,Full-Time,4.3,Active
S00711,H002,D0034,Pharmacist,Clinical Support,14,Night,Part-Time,3.1,Active
S00712,H002,D0034,Technician,Clinical Support,13,Morning,Part-Time,3.4,Active
S00713,H002,D0034,Maintenance Engineer,Non-Clinical,17,Morning,Full-Time,5.0,Active
S00714,H002,D0034,Maintenance Engineer,Non-Clinical,12,Evening,Part-Time,3.7,Active
S00715,H002,D0034,Administrator,Non-Clinical,17,Evening,Part-Time,3.5,Active
S00716,H002,D0034,Doctor,Clinical,11,Night,Full-Time,3.1,Active
S00717,H002,D0034,Maintenance Engineer,Non-Clinical,9,Morning,Part-Time,4.1,Active
S00718,H002,D0034,Maintenance Engineer,Non-Clinical,19,Morning,Full-Time,3.2,Active
S00719,H002,D0034,Procurement Officer,Non-Clinical,8,Evening,Full-Time,4.5,Active
S00720,H002,D0034,Nurse,Clinical,19,Evening,Part-Time,4.9,Active
S00721,H002,D0034,Maintenance Engineer,Non-Clinical,6,Morning,Full-Time,4.2,Active
S00722,H002,D0034,Maintenance Engineer,Non-Clinical,12,Night,Full-Time,4.4,Active
S00723,H002,D0034,Technician,Clinical Support,19,Night,Full-Time,4.1,Active
S00724,H002,D0034,Nurse,Clinical,16,Night,Part-Time,3.4,Active
S00725,H002,D0034,Doctor,Clinical,3,Morning,Full-Time,4.2,Active
S00726,H002,D0034,Doctor,Clinical,17,Evening,Full-Time,3.7,Active
S00727,H002,D0034,Administrator,Non-Clinical,7,Morning,Part-Time,4.4,Active
S00728,H002,D0034,Maintenance Engineer,Non-Clinical,11,Morning,Full-Time,3.3,Active
S00729,H002,D0034,Procurement Officer,Non-Clinical,5,Morning,Part-Time,4.9,Active
S00730,H002,D0034,Technician,Clinical Support,13,Night,Full-Time,3.7,Active
S00731,H002,D0034,Technician,Clinical Support,5,Morning,Part-Time,4.6,Active
S00732,H002,D0034,Pharmacist,Clinical Support,11,Morning,Part-Time,3.4,Active
S00733,H002,D0035,Maintenance Engineer,Non-Clinical,6,Evening,Part-Time,4.5,Active
S00734,H002,D0035,Technician,Clinical Support,5,Morning,Full-Time,4.9,Active
S00735,H002,D0035,Administrator,Non-Clinical,13,Night,Full-Time,3.4,Active
S00736,H002,D0035,Technician,Clinical Support,20,Morning,Full-Time,4.9,Active
S00737,H002,D0035,Nurse,Clinical,11,Night,Full-Time,3.5,Active
S00738,H002,D0035,Technician,Clinical Support,6,Night,Full-Time,4.6,Active
S00739,H002,D0035,Procurement Officer,Non-Clinical,11,Evening,Full-Time,3.5,Active
S00740,H002,D0035,Nurse,Clinical,3,Evening,Part-Time,4.6,Active
S00741,H002,D0035,Procurement Officer,Non-Clinical,1,Morning,Part-Time,3.9,Active
S00742,H002,D0035,Pharmacist,Clinical Support,6,Evening,Part-Time,4.8,Active
S00743,H002,D0035,Technician,Clinical Support,18,Evening,Full-Time,4.7,Active
S00744,H002,D0035,Maintenance Engineer,Non-Clinical,19,Night,Full-Time,3.3,Active
S00745,H002,D0035,Doctor,Clinical,2,Evening,Full-Time,3.6,Active
S00746,H002,D0035,Doctor,Clinical,3,Evening,Full-Time,4.8,Active
S00747,H002,D0035,Nurse,Clinical,3,Night,Full-Time,3.7,Active
S00748,H002,D0035,Administrator,Non-Clinical,16,Night,Full-Time,3.9,Active
S00749,H002,D0035,Procurement Officer,Non-Clinical,6,Night,Part-Time,3.3,Active
S00750,H002,D0035,Doctor,Clinical,11,Morning,Full-Time,3.8,Active
S00751,H002,D0035,Administrator,Non-Clinical,18,Evening,Part-Time,3.6,Active
S00752,H002,D0035,Doctor,Clinical,2,Evening,Part-Time,3.3,Active
S00753,H002,D0035,Technician,Clinical Support,1,Evening,Full-Time,3.6,Active
S00754,H002,D0035,Procurement Officer,Non-Clinical,20,Evening,Full-Time,3.2,Active
S00755,H002,D0035,Nurse,Clinical,6,Night,Part-Time,5.0,Active
S00756,H002,D0035,Pharmacist,Clinical Support,4,Evening,Part-Time,3.9,Active
S00757,H002,D0035,Procurement Officer,Non-Clinical,9,Morning,Part-Time,3.4,Active
S00758,H002,D0035,Pharmacist,Clinical Support,12,Morning,Part-Time,3.1,Active
S00759,H002,D0035,Pharmacist,Clinical Support,15,Evening,Full-Time,4.7,Active
S00760,H002,D0035,Administrator,Non-Clinical,2,Morning,Full-Time,3.2,Active
S00761,H002,D0035,Technician,Clinical Support,18,Evening,Full-Time,4.1,Active
S00762,H002,D0035,Maintenance Engineer,Non-Clinical,13,Night,Part-Time,4.9,Active
S00763,H002,D0036,Administrator,Non-Clinical,8,Evening,Part-Time,3.2,Active
S00764,H002,D0036,Maintenance Engineer,Non-Clinical,2,Night,Full-Time,3.2,Active
S00765,H002,D0036,Maintenance Engineer,Non-Clinical,15,Morning,Full-Time,4.9,Active
S00766,H002,D0036,Maintenance Engineer,Non-Clinical,7,Morning,Full-Time,3.8,Active
S00767,H002,D0036,Procurement Officer,Non-Clinical,14,Morning,Full-Time,4.7,Active
S00768,H002,D0036,Technician,Clinical Support,11,Night,Full-Time,3.2,Active
S00769,H002,D0036,Administrator,Non-Clinical,13,Night,Part-Time,4.7,Active
S00770,H002,D0036,Administrator,Non-Clinical,15,Morning,Part-Time,3.2,Active
S00771,H002,D0036,Nurse,Clinical,5,Night,Full-Time,4.8,Active
S00772,H002,D0036,Administrator,Non-Clinical,4,Evening,Part-Time,4.8,Active
S00773,H002,D0036,Technician,Clinical Support,13,Night,Part-Time,4.1,Active
S00774,H002,D0036,Pharmacist,Clinical Support,2,Morning,Part-Time,3.8,Active
S00775,H002,D0036,Administrator,Non-Clinical,20,Night,Part-Time,3.1,Active
S00776,H002,D0036,Technician,Clinical Support,8,Morning,Part-Time,4.8,Active
S00777,H002,D0036,Technician,Clinical Support,1,Evening,Part-Time,3.6,Active
S00778,H002,D0036,Maintenance Engineer,Non-Clinical,16,Night,Full-Time,4.9,Active
S00779,H002,D0036,Nurse,Clinical,5,Evening,Part-Time,4.5,Active
S00780,H002,D0036,Technician,Clinical Support,9,Night,Part-Time,4.2,Active
S00781,H002,D0036,Doctor,Clinical,7,Evening,Full-Time,4.8,Active
S00782,H002,D0036,Pharmacist,Clinical Support,16,Night,Part-Time,4.6,Active
S00783,H002,D0036,Administrator,Non-Clinical,6,Morning,Part-Time,4.4,Active
S00784,H002,D0036,Pharmacist,Clinical Support,5,Night,Full-Time,3.3,Active
S00785,H002,D0036,Maintenance Engineer,Non-Clinical,7,Morning,Full-Time,3.1,Active
S00786,H002,D0036,Doctor,Clinical,12,Night,Full-Time,3.5,Active
S00787,H002,D0036,Maintenance Engineer,Non-Clinical,15,Night,Part-Time,4.3,Active
S00788,H002,D0036,Doctor,Clinical,1,Morning,Part-Time,4.0,Active
S00789,H002,D0036,Pharmacist,Clinical Support,6,Evening,Part-Time,3.7,Active
S00790,H002,D0037,Procurement Officer,Non-Clinical,3,Evening,Full-Time,3.8,Active
S00791,H002,D0037,Nurse,Clinical,19,Morning,Full-Time,4.3,Active
S00792,H002,D0037,Procurement Officer,Non-Clinical,7,Evening,Part-Time,4.0,Active
S00793,H002,D0037,Maintenance Engineer,Non-Clinical,1,Evening,Full-Time,4.3,Active
S00794,H002,D0037,Administrator,Non-Clinical,1,Morning,Part-Time,4.2,Active
S00795,H002,D0037,Technician,Clinical Support,9,Evening,Part-Time,4.7,Active
S00796,H002,D0037,Pharmacist,Clinical Support,9,Morning,Part-Time,3.6,Active
S00797,H002,D0037,Administrator,Non-Clinical,20,Evening,Full-Time,3.0,Active
S00798,H002,D0037,Procurement Officer,Non-Clinical,12,Night,Part-Time,3.6,Active
S00799,H002,D0037,Doctor,Clinical,16,Morning,Part-Time,5.0,Active
S00800,H002,D0037,Procurement Officer,Non-Clinical,11,Evening,Part-Time,4.3,Active
S00801,H002,D0037,Procurement Officer,Non-Clinical,10,Morning,Full-Time,4.0,Active
S00802,H002,D0037,Nurse,Clinical,2,Night,Part-Time,4.3,Active
S00803,H002,D0037,Procurement Officer,Non-Clinical,5,Night,Full-Time,4.3,Active
S00804,H002,D0037,Technician,Clinical Support,9,Evening,Part-Time,3.8,Active
S00805,H002,D0037,Doctor,Clinical,19,Night,Full-Time,3.7,Active
S00806,H002,D0037,Procurement Officer,Non-Clinical,8,Night,Part-Time,4.8,Active
S00807,H002,D0037,Procurement Officer,Non-Clinical,12,Night,Part-Time,4.7,Active
S00808,H002,D0037,Maintenance Engineer,Non-Clinical,18,Morning,Part-Time,3.2,Active
S00809,H002,D0037,Nurse,Clinical,9,Night,Full-Time,4.9,Active
S00810,H002,D0038,Procurement Officer,Non-Clinical,3,Morning,Part-Time,3.4,Active
S00811,H002,D0038,Maintenance Engineer,Non-Clinical,10,Evening,Part-Time,3.7,Active
S00812,H002,D0038,Administrator,Non-Clinical,10,Evening,Full-Time,3.9,Active
S00813,H002,D0038,Maintenance Engineer,Non-Clinical,19,Night,Full-Time,3.9,Active
S00814,H002,D0038,Nurse,Clinical,17,Morning,Part-Time,4.1,Active
S00815,H002,D0038,Pharmacist,Clinical Support,2,Morning,Full-Time,5.0,Active
S00816,H002,D0038,Technician,Clinical Support,14,Night,Part-Time,3.3,Active
S00817,H002,D0038,Maintenance Engineer,Non-Clinical,6,Morning,Part-Time,3.7,Active
S00818,H002,D0038,Nurse,Clinical,11,Night,Full-Time,3.0,Active
S00819,H002,D0038,Technician,Clinical Support,7,Morning,Full-Time,4.0,Active
S00820,H002,D0038,Maintenance Engineer,Non-Clinical,3,Morning,Part-Time,4.3,Active
S00821,H002,D0038,Pharmacist,Clinical Support,14,Evening,Part-Time,3.0,Active
S00822,H002,D0038,Administrator,Non-Clinical,7,Night,Part-Time,4.9,Active
S00823,H002,D0038,Technician,Clinical Support,17,Morning,Full-Time,4.4,Active
S00824,H002,D0038,Procurement Officer,Non-Clinical,8,Morning,Part-Time,3.6,Active
S00825,H002,D0038,Doctor,Clinical,13,Night,Part-Time,3.3,Active
S00826,H002,D0038,Maintenance Engineer,Non-Clinical,2,Evening,Part-Time,3.9,Active
S00827,H002,D0038,Administrator,Non-Clinical,20,Night,Part-Time,3.9,Active
S00828,H002,D0038,Procurement Officer,Non-Clinical,5,Evening,Part-Time,3.7,Active
S00829,H002,D0038,Nurse,Clinical,6,Evening,Full-Time,3.5,Active
S00830,H002,D0038,Procurement Officer,Non-Clinical,5,Morning,Full-Time,4.2,Active
S00831,H002,D0038,Nurse,Clinical,4,Evening,Full-Time,3.8,Active
S00832,H002,D0039,Maintenance Engineer,Non-Clinical,18,Night,Full-Time,4.2,Active
S00833,H002,D0039,Doctor,Clinical,4,Night,Full-Time,3.1,Active
S00834,H002,D0039,Doctor,Clinical,14,Evening,Part-Time,3.2,Active
S00835,H002,D0039,Technician,Clinical Support,16,Night,Full-Time,3.4,Active
S00836,H002,D0039,Procurement Officer,Non-Clinical,1,Evening,Part-Time,4.3,Active
S00837,H002,D0039,Procurement Officer,Non-Clinical,17,Evening,Full-Time,3.8,Active
S00838,H002,D0039,Doctor,Clinical,17,Night,Full-Time,3.6,Active
S00839,H002,D0039,Maintenance Engineer,Non-Clinical,4,Evening,Full-Time,4.2,Active
S00840,H002,D0039,Maintenance Engineer,Non-Clinical,9,Night,Full-Time,3.7,Active
S00841,H002,D0039,Pharmacist,Clinical Support,10,Morning,Full-Time,4.1,Active
S00842,H002,D0039,Nurse,Clinical,16,Evening,Full-Time,3.0,Active
S00843,H002,D0039,Procurement Officer,Non-Clinical,3,Morning,Part-Time,3.3,Active
S00844,H002,D0039,Doctor,Clinical,17,Morning,Full-Time,4.8,Active
S00845,H002,D0039,Procurement Officer,Non-Clinical,8,Evening,Part-Time,3.5,Active
S00846,H002,D0039,Doctor,Clinical,4,Morning,Full-Time,4.7,Active
S00847,H002,D0039,Technician,Clinical Support,11,Evening,Full-Time,3.2,Active
S00848,H002,D0039,Maintenance Engineer,Non-Clinical,2,Morning,Full-Time,4.3,Active
S00849,H002,D0039,Nurse,Clinical,11,Evening,Part-Time,4.9,Active
S00850,H002,D0039,Technician,Clinical Support,3,Evening,Part-Time,3.4,Active
S00851,H002,D0039,Pharmacist,Clinical Support,13,Evening,Part-Time,4.7,Active
S00852,H002,D0040,Maintenance Engineer,Non-Clinical,14,Night,Full-Time,3.2,Active
S00853,H002,D0040,Procurement Officer,Non-Clinical,2,Morning,Full-Time,3.8,Active
S00854,H002,D0040,Administrator,Non-Clinical,16,Night,Part-Time,3.4,Active
S00855,H002,D0040,Pharmacist,Clinical Support,12,Night,Full-Time,4.7,Active
S00856,H002,D0040,Maintenance Engineer,Non-Clinical,5,Evening,Part-Time,3.2,Active
S00857,H002,D0040,Pharmacist,Clinical Support,15,Morning,Full-Time,3.5,Active
S00858,H002,D0040,Technician,Clinical Support,1,Night,Full-Time,5.0,Active
S00859,H002,D0040,Procurement Officer,Non-Clinical,11,Night,Full-Time,3.9,Active
S00860,H002,D0040,Procurement Officer,Non-Clinical,8,Evening,Part-Time,4.3,Active
S00861,H002,D0040,Procurement Officer,Non-Clinical,13,Morning,Full-Time,3.0,Active
S00862,H002,D0040,Nurse,Clinical,17,Evening,Part-Time,4.7,Active
S00863,H002,D0040,Doctor,Clinical,16,Evening,Full-Time,3.7,Active
S00864,H002,D0040,Technician,Clinical Support,2,Night,Full-Time,4.1,Active
S00865,H002,D0040,Pharmacist,Clinical Support,13,Morning,Full-Time,3.9,Active
S00866,H002,D0040,Maintenance Engineer,Non-Clinical,19,Evening,Full-Time,4.7,Active
S00867,H002,D0040,Pharmacist,Clinical Support,11,Morning,Part-Time,4.5,Active
S00868,H002,D0040,Doctor,Clinical,4,Evening,Part-Time,3.1,Active
S00869,H002,D0040,Administrator,Non-Clinical,1,Morning,Part-Time,4.8,Active
S00870,H002,D0040,Administrator,Non-Clinical,7,Night,Part-Time,4.9,Active
S00871,H002,D0040,Technician,Clinical Support,2,Morning,Part-Time,3.7,Active
S00872,H002,D0040,Maintenance Engineer,Non-Clinical,20,Night,Part-Time,4.4,Active
S00873,H002,D0040,Technician,Clinical Support,15,Morning,Full-Time,4.5,Active
S00874,H002,D0040,Nurse,Clinical,1,Evening,Part-Time,4.7,Active
S00875,H002,D0040,Maintenance Engineer,Non-Clinical,10,Night,Part-Time,4.4,Active
S00876,H002,D0040,Doctor,Clinical,6,Evening,Full-Time,4.6,Active
S00877,H002,D0040,Procurement Officer,Non-Clinical,14,Morning,Part-Time,4.2,Active
S00878,H002,D0040,Nurse,Clinical,4,Evening,Full-Time,3.9,Active
S00879,H003,D0041,Procurement Officer,Non-Clinical,11,Morning,Part-Time,3.1,Active
S00880,H003,D0041,Procurement Officer,Non-Clinical,19,Morning,Part-Time,3.9,Active
S00881,H003,D0041,Administrator,Non-Clinical,17,Morning,Part-Time,3.0,Active
S00882,H003,D0041,Procurement Officer,Non-Clinical,2,Night,Part-Time,4.7,Active
S00883,H003,D0041,Pharmacist,Clinical Support,17,Morning,Full-Time,4.5,Active
S00884,H003,D0041,Nurse,Clinical,4,Evening,Part-Time,4.0,Active
S00885,H003,D0041,Pharmacist,Clinical Support,14,Night,Full-Time,3.5,Active
S00886,H003,D0041,Technician,Clinical Support,10,Evening,Full-Time,3.3,Active
S00887,H003,D0041,Administrator,Non-Clinical,17,Evening,Part-Time,4.4,Active
S00888,H003,D0041,Administrator,Non-Clinical,7,Morning,Full-Time,4.2,Active
S00889,H003,D0041,Technician,Clinical Support,12,Night,Full-Time,5.0,Active
S00890,H003,D0041,Procurement Officer,Non-Clinical,6,Night,Part-Time,4.4,Active
S00891,H003,D0041,Maintenance Engineer,Non-Clinical,12,Night,Part-Time,4.2,Active
S00892,H003,D0041,Procurement Officer,Non-Clinical,14,Night,Part-Time,4.8,Active
S00893,H003,D0041,Pharmacist,Clinical Support,1,Night,Full-Time,3.1,Active
S00894,H003,D0041,Nurse,Clinical,2,Night,Full-Time,3.4,Active
S00895,H003,D0041,Maintenance Engineer,Non-Clinical,6,Evening,Part-Time,3.3,Active
S00896,H003,D0041,Doctor,Clinical,10,Morning,Full-Time,3.7,Active
S00897,H003,D0042,Doctor,Clinical,20,Night,Full-Time,4.5,Active
S00898,H003,D0042,Administrator,Non-Clinical,13,Morning,Part-Time,4.4,Active
S00899,H003,D0042,Doctor,Clinical,13,Evening,Part-Time,4.9,Active
S00900,H003,D0042,Procurement Officer,Non-Clinical,11,Night,Full-Time,3.0,Active
S00901,H003,D0042,Technician,Clinical Support,7,Night,Part-Time,4.7,Active
S00902,H003,D0042,Procurement Officer,Non-Clinical,12,Night,Full-Time,4.6,Active
S00903,H003,D0042,Nurse,Clinical,10,Evening,Full-Time,5.0,Active
S00904,H003,D0042,Doctor,Clinical,6,Morning,Full-Time,3.8,Active
S00905,H003,D0042,Pharmacist,Clinical Support,9,Night,Part-Time,3.3,Active
S00906,H003,D0042,Administrator,Non-Clinical,9,Morning,Part-Time,3.9,Active
S00907,H003,D0042,Nurse,Clinical,2,Morning,Part-Time,4.2,Active
S00908,H003,D0042,Maintenance Engineer,Non-Clinical,20,Night,Part-Time,4.0,Active
S00909,H003,D0042,Administrator,Non-Clinical,18,Evening,Full-Time,4.6,Active
S00910,H003,D0042,Technician,Clinical Support,17,Morning,Full-Time,4.0,Active
S00911,H003,D0042,Maintenance Engineer,Non-Clinical,17,Morning,Part-Time,4.1,Active
S00912,H003,D0042,Pharmacist,Clinical Support,3,Evening,Full-Time,4.8,Active
S00913,H003,D0042,Procurement Officer,Non-Clinical,11,Evening,Part-Time,3.6,Active
S00914,H003,D0042,Maintenance Engineer,Non-Clinical,20,Night,Part-Time,5.0,Active
S00915,H003,D0042,Maintenance Engineer,Non-Clinical,1,Morning,Part-Time,3.9,Active
S00916,H003,D0042,Procurement Officer,Non-Clinical,20,Night,Full-Time,4.9,Active
S00917,H003,D0042,Procurement Officer,Non-Clinical,11,Evening,Full-Time,3.8,Active
S00918,H003,D0042,Administrator,Non-Clinical,10,Morning,Part-Time,4.0,Active
S00919,H003,D0042,Administrator,Non-Clinical,15,Evening,Full-Time,3.6,Active
S00920,H003,D0042,Procurement Officer,Non-Clinical,7,Evening,Full-Time,4.9,Active
S00921,H003,D0042,Nurse,Clinical,18,Night,Full-Time,4.3,Active
S00922,H003,D0042,Nurse,Clinical,7,Night,Part-Time,4.7,Active
S00923,H003,D0043,Administrator,Non-Clinical,14,Night,Full-Time,4.5,Active
S00924,H003,D0043,Nurse,Clinical,1,Evening,Part-Time,3.1,Active
S00925,H003,D0043,Doctor,Clinical,2,Morning,Part-Time,4.1,Active
S00926,H003,D0043,Administrator,Non-Clinical,8,Evening,Part-Time,3.8,Active
S00927,H003,D0043,Procurement Officer,Non-Clinical,13,Evening,Part-Time,3.0,Active
S00928,H003,D0043,Procurement Officer,Non-Clinical,4,Night,Full-Time,4.3,Active
S00929,H003,D0043,Administrator,Non-Clinical,3,Night,Full-Time,4.4,Active
S00930,H003,D0043,Doctor,Clinical,12,Night,Full-Time,3.6,Active
S00931,H003,D0043,Procurement Officer,Non-Clinical,10,Night,Full-Time,3.6,Active
S00932,H003,D0043,Pharmacist,Clinical Support,13,Evening,Full-Time,3.9,Active
S00933,H003,D0043,Administrator,Non-Clinical,8,Morning,Part-Time,4.6,Active
S00934,H003,D0043,Maintenance Engineer,Non-Clinical,18,Evening,Full-Time,3.6,Active
S00935,H003,D0043,Maintenance Engineer,Non-Clinical,12,Morning,Full-Time,3.2,Active
S00936,H003,D0043,Doctor,Clinical,19,Night,Part-Time,4.1,Active
S00937,H003,D0043,Doctor,Clinical,10,Morning,Part-Time,3.4,Active
S00938,H003,D0043,Procurement Officer,Non-Clinical,17,Morning,Full-Time,3.4,Active
S00939,H003,D0043,Administrator,Non-Clinical,9,Morning,Full-Time,3.4,Active
S00940,H003,D0043,Maintenance Engineer,Non-Clinical,19,Morning,Part-Time,4.3,Active
S00941,H003,D0044,Technician,Clinical Support,3,Evening,Full-Time,3.4,Active
S00942,H003,D0044,Administrator,Non-Clinical,16,Evening,Part-Time,3.3,Active
S00943,H003,D0044,Procurement Officer,Non-Clinical,8,Morning,Part-Time,4.2,Active
S00944,H003,D0044,Nurse,Clinical,11,Evening,Part-Time,3.7,Active
S00945,H003,D0044,Procurement Officer,Non-Clinical,10,Night,Full-Time,4.1,Active
S00946,H003,D0044,Technician,Clinical Support,11,Evening,Full-Time,3.0,Active
S00947,H003,D0044,Nurse,Clinical,8,Night,Part-Time,3.6,Active
S00948,H003,D0044,Technician,Clinical Support,5,Night,Part-Time,4.8,Active
S00949,H003,D0044,Pharmacist,Clinical Support,15,Evening,Part-Time,4.0,Active
S00950,H003,D0044,Doctor,Clinical,6,Night,Full-Time,4.7,Active
S00951,H003,D0044,Maintenance Engineer,Non-Clinical,5,Night,Full-Time,3.5,Active
S00952,H003,D0044,Procurement Officer,Non-Clinical,3,Night,Full-Time,4.8,Active
S00953,H003,D0044,Maintenance Engineer,Non-Clinical,17,Night,Full-Time,4.6,Active
S00954,H003,D0044,Administrator,Non-Clinical,13,Night,Full-Time,4.8,Active
S00955,H003,D0045,Technician,Clinical Support,18,Night,Part-Time,4.3,Active
S00956,H003,D0045,Nurse,Clinical,12,Evening,Full-Time,4.8,Active
S00957,H003,D0045,Administrator,Non-Clinical,10,Morning,Part-Time,4.0,Active
S00958,H003,D0045,Doctor,Clinical,13,Evening,Full-Time,4.3,Active
S00959,H003,D0045,Maintenance Engineer,Non-Clinical,20,Night,Full-Time,4.5,Active
S00960,H003,D0045,Nurse,Clinical,15,Morning,Full-Time,4.1,Active
S00961,H003,D0045,Administrator,Non-Clinical,5,Night,Part-Time,4.9,Active
S00962,H003,D0045,Doctor,Clinical,8,Evening,Full-Time,3.1,Active
S00963,H003,D0045,Technician,Clinical Support,8,Morning,Full-Time,4.0,Active
S00964,H003,D0045,Maintenance Engineer,Non-Clinical,12,Evening,Part-Time,4.8,Active
S00965,H003,D0045,Doctor,Clinical,2,Night,Part-Time,3.2,Active
S00966,H003,D0045,Administrator,Non-Clinical,9,Night,Part-Time,4.2,Active
S00967,H003,D0045,Administrator,Non-Clinical,6,Evening,Part-Time,3.7,Active
