PO_Line_ID,PO_ID,Product_ID,Quantity,Unit_Cost,Line_Total
POL0003047,PO000546,P0406,58,9.98,578.84
POL0003048,PO000546,P0027,1,14.01,14.01
POL0003049,PO000546,P0285,46,12.88,592.48
POL0003050,PO000546,P0481,51,21.5,1096.5
POL0003051,PO000546,P0167,54,24.83,1340.82
POL0003052,PO000546,P0337,37,10.26,379.62
POL0003053,PO000547,P0335,1,1405336.51,1405336.51
POL0003054,PO000547,P0028,1,761586.63,761586.63
POL0003055,PO000547,P0218,1,275606.55,275606.55
POL0003056,PO000547,P0247,1,252767.12,252767.12
POL0003057,PO000547,P0119,1,132199.74,132199.74
POL0003058,PO000547,P0008,1,1440988.83,1440988.83
POL0003059,PO000547,P0014,1,136100.54,136100.54
POL0003060,PO000547,P0138,127,51.16,6497.32
POL0003061,PO000548,P0365,1,12090361.73,12090361.73
POL0003062,PO000548,P0082,1,127577.97,127577.97
POL0003063,PO000548,P0143,1,194490.0,194490.0
POL0003064,PO000548,P0296,1,6541232.72,6541232.72
POL0003065,PO000548,P0377,1,250687.83,250687.83
POL0003066,PO000548,P0321,1,16310573.64,16310573.64
POL0003067,PO000549,P0464,82,12.66,1038.12
POL0003068,PO000549,P0152,50,10.02,501.0
POL0003069,PO000549,P0187,71,104.02,7385.42
POL0003070,PO000549,P0184,10,81.59,815.9
POL0003071,PO000549,P0395,84,72.77,6112.68
POL0003072,PO000549,P0236,35,4.88,170.8
POL0003073,PO000550,P0497,16,76.95,1231.2
POL0003074,PO000550,P0125,10,84.42,844.2
POL0003075,PO000550,P0295,96,11.6,1113.6
POL0003076,PO000550,P0302,105,29.0,3045.0
POL0003077,PO000550,P0024,28,35.64,997.92
POL0003078,PO000550,P0225,7,77.36,541.52
POL0003079,PO000550,P0442,26,104.51,2717.26
POL0003080,PO000551,P0164,5,512.51,2562.55
POL0003081,PO000551,P0134,105,1415.37,148613.85
POL0003082,PO000551,P0329,54,1497.86,80884.44
POL0003083,PO000551,P0141,10,20.09,200.9
POL0003084,PO000551,P0107,46,635.72,29243.12
POL0003085,PO000551,P0223,68,1447.59,98436.12
POL0003086,PO000551,P0031,7,341.23,2388.61
POL0003087,PO000551,P0446,39,297.38,11597.82
POL0003088,PO000552,P0050,3,251.12,753.36
POL0003089,PO000552,P0182,13,149.31,1941.03
POL0003090,PO000552,P0202,6,67.14,402.84
POL0003091,PO000553,P0337,89,10.26,913.14
POL0003092,PO000553,P0425,24,50.19,1204.56
POL0003093,PO000553,P0032,11,16.28,179.08
POL0003094,PO000553,P0466,38,6.35,241.3
POL0003095,PO000553,P0290,63,16.13,1016.19
POL0003096,PO000553,P0424,71,51.61,3664.31
POL0003097,PO000553,P0286,82,63.39,5197.98
POL0003098,PO000554,P0323,55,231.25,12718.75
POL0003099,PO000554,P0309,42,710.83,29854.86
POL0003100,PO000554,P0157,41,714.97,29313.77
POL0003101,PO000554,P0031,7,341.23,2388.61
POL0003102,PO000554,P0258,23,520.4,11969.2
POL0003103,PO000554,P0002,9,1521.68,13695.12
POL0003104,PO000554,P0149,36,1377.89,49604.04
POL0003105,PO000554,P0429,53,443.57,23509.21
POL0003106,PO000555,P0396,1,1199.73,1199.73
POL0003107,PO000555,P0429,33,444.14,14656.62
POL0003108,PO000555,P0308,118,524.34,61872.12
POL0003109,PO000555,P0446,47,337.71,15872.37
POL0003110,PO000555,P0256,68,893.72,60772.96
POL0003111,PO000555,P0309,16,750.41,12006.56
POL0003112,PO000556,P0120,21,25.08,526.68
POL0003113,PO000556,P0484,90,121.88,10969.2
POL0003114,PO000556,P0326,45,55.97,2518.65
POL0003115,PO000556,P0086,35,265.9,9306.5
POL0003116,PO000556,P0455,20,61.86,1237.2
POL0003117,PO000557,P0076,1,948734.25,948734.25
POL0003118,PO000557,P0293,1,12874400.23,12874400.23
POL0003119,PO000557,P0260,1,10851518.26,10851518.26
POL0003120,PO000558,P0226,1,216090.29,216090.29
POL0003121,PO000558,P0405,1,16849942.03,16849942.03
POL0003122,PO000558,P0485,1,129224.23,129224.23
POL0003123,PO000558,P0169,1,131953.11,131953.11
POL0003124,PO000558,P0333,1,978686.75,978686.75
POL0003125,PO000558,P0173,1,180804.17,180804.17
POL0003126,PO000558,P0122,1,123453.98,123453.98
POL0003127,PO000558,P0430,1,17702160.29,17702160.29
POL0003128,PO000559,P0388,13,28.25,367.25
POL0003129,PO000559,P0326,17,55.97,951.49
POL0003130,PO000559,P0455,8,61.86,494.88
POL0003131,PO000559,P0378,32,26.52,848.64
POL0003132,PO000559,P0086,34,265.9,9040.6
POL0003133,PO000560,P0434,112,76.55,8573.6
POL0003134,PO000560,P0291,18,26.81,482.58
POL0003135,PO000560,P0125,5,84.42,422.1
POL0003136,PO000560,P0215,91,16.53,1504.23
POL0003137,PO000560,P0289,50,93.68,4684.0
POL0003138,PO000560,P0236,96,5.46,524.16
POL0003139,PO000560,P0383,22,27.63,607.86
POL0003140,PO000560,P0414,63,11.08,698.04
POL0003141,PO000561,P0006,89,53.82,4789.98
POL0003142,PO000561,P0351,22,115.93,2550.46
POL0003143,PO000561,P0472,65,96.78,6290.7
POL0003144,PO000561,P0467,78,13.19,1028.82
POL0003145,PO000561,P0215,105,17.43,1830.15
POL0003146,PO000561,P0363,12,68.91,826.92
POL0003147,PO000561,P0392,48,6.65,319.2
POL0003148,PO000562,P0387,76,483.25,36727.0
POL0003149,PO000562,P0500,31,207.94,6446.14
POL0003150,PO000562,P0020,10,371.51,3715.1
POL0003151,PO000562,P0351,19,128.03,2432.57
POL0003152,PO000562,P0336,102,56.41,5753.82
POL0003153,PO000562,P0452,39,305.58,11917.62
POL0003154,PO000562,P0270,75,518.33,38874.75
POL0003155,PO000562,P0359,21,263.06,5524.26
POL0003156,PO000563,P0440,42,15.25,640.5
POL0003157,PO000563,P0421,28,46.29,1296.12
POL0003158,PO000563,P0144,126,102.28,12887.28
POL0003159,PO000563,P0203,60,28.73,1723.8
POL0003160,PO000563,P0023,27,81.32,2195.64
POL0003161,PO000563,P0418,99,15.12,1496.88
POL0003162,PO000563,P0187,36,112.26,4041.36
POL0003163,PO000563,P0094,93,95.93,8921.49
POL0003164,PO000564,P0037,65,1630.21,105963.65
POL0003165,PO000564,P0170,24,885.32,21247.68
POL0003166,PO000564,P0378,87,23.84,2074.08
POL0003167,PO000564,P0458,17,612.11,10405.87
POL0003168,PO000565,P0098,86,111.55,9593.3
POL0003169,PO000565,P0363,27,68.91,1860.57
POL0003170,PO000565,P0451,28,39.26,1099.28
POL0003171,PO000565,P0302,96,28.25,2712.0
POL0003172,PO000565,P0351,32,115.93,3709.76
POL0003173,PO000566,P0446,49,297.38,14571.62
POL0003174,PO000566,P0237,7,368.41,2578.87
POL0003175,PO000566,P0036,1,1120.94,1120.94
POL0003176,PO000566,P0141,30,20.09,602.7
POL0003177,PO000566,P0284,37,1428.56,52856.72
POL0003178,PO000566,P0256,41,789.44,32367.04
POL0003179,PO000566,P0208,107,731.05,78222.35
POL0003180,PO000567,P0114,52,1426.13,74158.76
POL0003181,PO000567,P0427,12,447.28,5367.36
POL0003182,PO000567,P0443,26,287.36,7471.36
POL0003183,PO000567,P0411,54,366.93,19814.22
POL0003184,PO000568,P0460,1,526935.5,526935.5
POL0003185,PO000568,P0028,1,798430.22,798430.22
POL0003186,PO000568,P0439,1,185518.98,185518.98
POL0003187,PO000568,P0322,1,12276940.4,12276940.4
POL0003188,PO000569,P0259,30,221.66,6649.8
POL0003189,PO000569,P0086,16,266.01,4256.16
POL0003190,PO000569,P0381,21,216.39,4544.19
POL0003191,PO000570,P0378,95,26.52,2519.4
POL0003192,PO000570,P0086,37,265.9,9838.3
POL0003193,PO000570,P0154,41,52.13,2137.33
POL0003194,PO000570,P0484,100,121.88,12188.0
POL0003195,PO000570,P0364,38,150.42,5715.96
POL0003196,PO000571,P0091,1,180652.1,180652.1
POL0003197,PO000571,P0172,1,183970.29,183970.29
POL0003198,PO000571,P0013,1,274511.39,274511.39
POL0003199,PO000571,P0321,1,17019700.99,17019700.99
POL0003200,PO000571,P0197,1,12147612.44,12147612.44
POL0003201,PO000571,P0226,1,243318.83,243318.83
POL0003202,PO000571,P0471,1,184137.63,184137.63
POL0003203,PO000572,P0340,1,171341.58,171341.58
POL0003204,PO000572,P0405,1,16714897.98,16714897.98
POL0003205,PO000572,P0169,1,150880.99,150880.99
POL0003206,PO000572,P0348,1,99737.08,99737.08
POL0003207,PO000572,P0091,1,180652.1,180652.1
POL0003208,PO000572,P0078,1,697324.07,697324.07
POL0003209,PO000573,P0438,41,514.36,21088.76
POL0003210,PO000573,P0036,1,1120.94,1120.94
POL0003211,PO000573,P0147,93,833.64,77528.52
POL0003212,PO000573,P0257,38,785.22,29838.36
POL0003213,PO000573,P0433,90,776.17,69855.3
POL0003214,PO000573,P0137,52,1166.87,60677.24
POL0003215,PO000574,P0340,1,156840.33,156840.33
POL0003216,PO000574,P0076,1,948734.25,948734.25
POL0003217,PO000574,P0251,1,284820.02,284820.02
POL0003218,PO000574,P0320,68,51.11,3475.48
POL0003219,PO000575,P0203,70,28.73,2011.1
POL0003220,PO000575,P0295,65,11.6,754.0
POL0003221,PO000575,P0115,10,85.41,854.1
POL0003222,PO000575,P0392,80,6.99,559.2
POL0003223,PO000575,P0236,43,5.46,234.78
POL0003224,PO000575,P0496,42,79.97,3358.74
POL0003225,PO000576,P0409,83,299.68,24873.44
POL0003226,PO000576,P0443,108,302.48,32667.84
POL0003227,PO000576,P0195,22,941.58,20714.76
POL0003228,PO000576,P0498,79,829.06,65495.74
POL0003229,PO000576,P0254,79,1359.14,107372.06
POL0003230,PO000576,P0272,20,1391.11,27822.2
POL0003231,PO000577,P0481,81,21.5,1741.5
POL0003232,PO000577,P0062,19,15.86,301.34
POL0003233,PO000577,P0056,36,4.94,177.84
POL0003234,PO000577,P0407,47,14.25,669.75
POL0003235,PO000577,P0167,13,24.83,322.79
POL0003236,PO000577,P0466,24,6.35,152.4
POL0003237,PO000577,P0027,1,14.01,14.01
POL0003238,PO000577,P0465,7,7.62,53.34
POL0003239,PO000578,P0320,56,51.11,2862.16
POL0003240,PO000578,P0303,1,491270.84,491270.84
POL0003241,PO000578,P0028,1,843058.76,843058.76
POL0003242,PO000579,P0202,5,67.14,335.7
POL0003243,PO000579,P0156,62,237.13,14702.06
POL0003244,PO000579,P0135,10,171.18,1711.8
POL0003245,PO000579,P0270,98,518.33,50796.34
POL0003246,PO000579,P0457,20,437.44,8748.8
POL0003247,PO000579,P0216,91,426.43,38805.13
POL0003248,PO000579,P0049,41,348.3,14280.3
POL0003249,PO000580,P0388,7,28.25,197.75
POL0003250,PO000580,P0484,58,121.88,7069.04
POL0003251,PO000580,P0364,90,150.42,13537.8
POL0003252,PO000581,P0134,26,1266.98,32941.48
POL0003253,PO000581,P0254,73,1359.14,99217.22
POL0003254,PO000581,P0271,44,774.82,34092.08
POL0003255,PO000581,P0272,13,1391.11,18084.43
POL0003256,PO000581,P0316,18,366.47,6596.46
POL0003257,PO000582,P0345,32,15.99,511.68
POL0003258,PO000582,P0364,25,150.42,3760.5
POL0003259,PO000582,P0086,41,265.9,10901.9
POL0003260,PO000583,P0222,1,292389.11,292389.11
POL0003261,PO000583,P0318,1,7988733.18,7988733.18
POL0003262,PO000583,P0238,1,1418008.28,1418008.28
POL0003263,PO000583,P0030,1,298955.3,298955.3
POL0003264,PO000583,P0375,1,685993.55,685993.55
POL0003265,PO000584,P0334,70,56.87,3980.9
POL0003266,PO000584,P0435,17,880.14,14962.38
POL0003267,PO000584,P0447,51,565.54,28842.54
POL0003268,PO000585,P0430,1,16482320.05,16482320.05
POL0003269,PO000585,P0279,1,8024840.53,8024840.53
POL0003270,PO000585,P0211,1,156948.17,156948.17
POL0003271,PO000585,P0226,1,213860.72,213860.72
POL0003272,PO000586,P0253,34,222.13,7552.42
POL0003273,PO000586,P0048,29,429.36,12451.44
POL0003274,PO000586,P0147,100,833.64,83364.0
POL0003275,PO000586,P0093,35,833.85,29184.75
POL0003276,PO000586,P0045,22,350.22,7704.84
POL0003277,PO000586,P0483,101,431.56,43587.56
POL0003278,PO000586,P0433,45,776.17,34927.65
POL0003279,PO000586,P0427,15,447.28,6709.2
POL0003280,PO000587,P0364,28,150.42,4211.76
POL0003281,PO000587,P0120,30,25.08,752.4
POL0003282,PO000587,P0086,47,265.9,12497.3
POL0003283,PO000587,P0484,59,121.88,7190.92
POL0003284,PO000588,P0240,1,14205022.41,14205022.41
POL0003285,PO000588,P0018,1,152039.28,152039.28
POL0003286,PO000588,P0468,1,4759251.48,4759251.48
POL0003287,PO000588,P0211,1,156948.17,156948.17
POL0003288,PO000588,P0404,1,114276.63,114276.63
POL0003289,PO000588,P0191,21,51.19,1074.99
POL0003290,PO000588,P0251,1,286866.75,286866.75
POL0003291,PO000589,P0086,31,265.9,8242.9
POL0003292,PO000589,P0154,51,52.13,2658.63
POL0003293,PO000589,P0364,55,150.42,8273.1
POL0003294,PO000589,P0120,40,25.08,1003.2
POL0003295,PO000589,P0326,72,55.97,4029.84
POL0003296,PO000590,P0213,20,54.82,1096.4
POL0003297,PO000590,P0383,34,25.83,878.22
POL0003298,PO000590,P0379,3,16.01,48.03
POL0003299,PO000590,P0280,7,75.54,528.78
POL0003300,PO000590,P0295,70,11.81,826.7
POL0003301,PO000590,P0451,16,39.26,628.16
POL0003302,PO000590,P0292,37,18.1,669.7
POL0003303,PO000590,P0449,12,57.49,689.88
POL0003304,PO000591,P0175,1,1043618.1,1043618.1
POL0003305,PO000591,P0293,1,12874400.23,12874400.23
POL0003306,PO000591,P0268,1,97384.35,97384.35
POL0003307,PO000591,P0303,1,491270.84,491270.84
POL0003308,PO000592,P0268,1,97384.35,97384.35
POL0003309,PO000592,P0232,1,170440.95,170440.95
POL0003310,PO000592,P0079,1,1147387.79,1147387.79
POL0003311,PO000592,P0007,1,126932.53,126932.53
POL0003312,PO000593,P0151,99,41.42,4100.58
POL0003313,PO000593,P0088,1,884116.1,884116.1
POL0003314,PO000593,P0226,1,216090.29,216090.29
POL0003315,PO000593,P0082,1,127577.97,127577.97
POL0003316,PO000593,P0365,1,12090361.73,12090361.73
POL0003317,PO000593,P0367,13,22.51,292.63
POL0003318,PO000594,P0381,34,216.39,7357.26
POL0003319,PO000594,P0086,37,266.01,9842.37
POL0003320,PO000594,P0154,8,50.37,402.96
POL0003321,PO000594,P0400,53,100.44,5323.32
POL0003322,PO000594,P0320,1,50.65,50.65
POL0003323,PO000595,P0120,40,25.08,1003.2
POL0003324,PO000595,P0364,56,150.42,8423.52
POL0003325,PO000595,P0345,57,15.99,911.43
POL0003326,PO000596,P0484,86,121.88,10481.68
POL0003327,PO000596,P0024,69,33.42,2305.98
POL0003328,PO000596,P0455,23,61.86,1422.78
POL0003329,PO000596,P0345,13,15.99,207.87
POL0003330,PO000596,P0326,70,55.97,3917.9
POL0003331,PO000597,P0485,1,129224.23,129224.23
POL0003332,PO000597,P0101,1,304929.55,304929.55
POL0003333,PO000597,P0211,1,162084.06,162084.06
POL0003334,PO000597,P0367,14,22.51,315.14
POL0003335,PO000597,P0301,1,10892109.79,10892109.79
POL0003336,PO000597,P0189,1,803043.44,803043.44
POL0003337,PO000597,P0492,1,92716.74,92716.74
POL0003338,PO000597,P0240,1,14476882.55,14476882.55
POL0003339,PO000598,P0241,6,434.85,2609.1
POL0003340,PO000598,P0294,32,545.95,17470.4
POL0003341,PO000598,P0433,92,717.64,66022.88
POL0003342,PO000598,P0272,19,1391.11,26431.09
POL0003343,PO000598,P0299,47,734.05,34500.35
POL0003344,PO000598,P0204,76,53.86,4093.36
POL0003345,PO000599,P0436,26,15.81,411.06
POL0003346,PO000599,P0455,35,61.74,2160.9
POL0003347,PO000599,P0320,1,50.65,50.65
POL0003348,PO000599,P0154,15,50.37,755.55
POL0003349,PO000600,P0083,1,124827.91,124827.91
POL0003350,PO000600,P0128,1,16039879.28,16039879.28
POL0003351,PO000600,P0243,1,253184.52,253184.52
POL0003352,PO000600,P0321,1,17019700.99,17019700.99
POL0003353,PO000600,P0220,1,7853699.02,7853699.02
POL0003354,PO000601,P0442,47,104.51,4911.97
POL0003355,PO000601,P0158,86,77.21,6640.06
POL0003356,PO000601,P0392,61,6.99,426.39
POL0003357,PO000601,P0250,55,42.06,2313.3
POL0003358,PO000601,P0291,11,26.81,294.91
POL0003359,PO000601,P0249,14,10.6,148.4
POL0003360,PO000601,P0166,34,34.94,1187.96
POL0003361,PO000602,P0202,27,68.38,1846.26
POL0003362,PO000602,P0024,43,33.42,1437.06
POL0003363,PO000602,P0120,18,25.08,451.44
POL0003364,PO000602,P0345,41,15.99,655.59
POL0003365,PO000602,P0388,18,28.25,508.5
POL0003366,PO000602,P0364,21,150.42,3158.82
POL0003367,PO000602,P0484,78,121.88,9506.64
POL0003368,PO000602,P0154,27,52.13,1407.51
POL0003369,PO000603,P0085,29,7.08,205.32
POL0003370,PO000603,P0129,21,27.29,573.09
POL0003371,PO000603,P0312,58,50.16,2909.28
POL0003372,PO000603,P0239,41,100.23,4109.43
POL0003373,PO000603,P0215,108,16.53,1785.24
POL0003374,PO000603,P0444,76,83.85,6372.6
POL0003375,PO000603,P0440,48,15.25,732.0
POL0003376,PO000603,P0372,40,16.19,647.6
POL0003377,PO000604,P0120,11,25.08,275.88
POL0003378,PO000604,P0378,80,26.52,2121.6
POL0003379,PO000604,P0455,25,61.86,1546.5
POL0003380,PO000604,P0484,63,121.88,7678.44
POL0003381,PO000604,P0388,11,28.25,310.75
POL0003382,PO000605,P0043,14,44.87,628.18
POL0003383,PO000605,P0022,4,71.95,287.8
POL0003384,PO000605,P0328,50,31.08,1554.0
POL0003385,PO000605,P0390,45,52.04,2341.8
POL0003386,PO000605,P0034,30,16.69,500.7
POL0003387,PO000605,P0463,5,26.89,134.45
POL0003388,PO000606,P0118,20,57.09,1141.8
POL0003389,PO000606,P0461,1,40.78,40.78
POL0003390,PO000606,P0152,56,10.02,561.12
POL0003391,PO000606,P0236,37,4.88,180.56
POL0003392,PO000606,P0054,10,5.4,54.0
POL0003393,PO000606,P0043,8,44.87,358.96
POL0003394,PO000606,P0158,118,76.3,9003.4
POL0003395,PO000607,P0004,1,206391.17,206391.17
POL0003396,PO000607,P0314,76,45.2,3435.2
POL0003397,PO000607,P0163,1,87893.94,87893.94
POL0003398,PO000607,P0238,1,1418008.28,1418008.28
POL0003399,PO000607,P0318,1,7988733.18,7988733.18
POL0003400,PO000608,P0361,1,203336.59,203336.59
POL0003401,PO000608,P0071,1,1026457.46,1026457.46
POL0003402,PO000608,P0460,1,557990.52,557990.52
POL0003403,PO000608,P0077,1,131377.13,131377.13
POL0003404,PO000608,P0013,1,263476.96,263476.96
POL0003405,PO000608,P0320,89,51.11,4548.79
POL0003406,PO000608,P0028,1,843058.76,843058.76
POL0003407,PO000608,P0238,1,1448603.09,1448603.09
POL0003408,PO000609,P0113,18,247.3,4451.4
POL0003409,PO000609,P0457,7,437.44,3062.08
POL0003410,PO000609,P0352,31,264.47,8198.57
POL0003411,PO000610,P0484,71,121.88,8653.48
POL0003412,PO000610,P0024,140,33.42,4678.8
POL0003413,PO000610,P0086,32,265.9,8508.8
POL0003414,PO000611,P0181,16,21.38,342.08
POL0003415,PO000611,P0320,110,51.11,5622.1
POL0003416,PO000611,P0119,1,123412.4,123412.4
POL0003417,PO000611,P0245,1,82904.61,82904.61
POL0003418,PO000612,P0357,33,18.61,614.13
POL0003419,PO000612,P0098,86,111.55,9593.3
POL0003420,PO000612,P0146,93,70.46,6552.78
POL0003421,PO000612,P0006,31,53.82,1668.42
POL0003422,PO000612,P0001,9,16.74,150.66
POL0003423,PO000612,P0171,80,8.33,666.4
POL0003424,PO000612,P0499,31,50.24,1557.44
POL0003425,PO000612,P0196,117,43.36,5073.12
POL0003426,PO000613,P0154,19,50.37,957.03
POL0003427,PO000613,P0436,37,15.81,584.97
POL0003428,PO000613,P0381,23,216.39,4976.97
POL0003429,PO000613,P0259,16,221.66,3546.56
POL0003430,PO000614,P0129,18,27.29,491.22
POL0003431,PO000614,P0023,94,81.32,7644.08
POL0003432,PO000614,P0123,69,24.29,1676.01
POL0003433,PO000615,P0463,8,26.89,215.12
POL0003434,PO000615,P0281,36,87.16,3137.76
POL0003435,PO000615,P0392,56,6.65,372.4
POL0003436,PO000615,P0351,25,115.93,2898.25
POL0003437,PO000615,P0038,29,13.94,404.26
POL0003438,PO000616,P0423,1,1182232.2,1182232.2
POL0003439,PO000616,P0238,1,1448603.09,1448603.09
POL0003440,PO000616,P0059,1,144157.5,144157.5
POL0003441,PO000616,P0247,1,255976.23,255976.23
POL0003442,PO000617,P0030,1,322872.07,322872.07
POL0003443,PO000617,P0201,117,62.31,7290.27
POL0003444,PO000617,P0307,1,1253490.41,1253490.41
POL0003445,PO000617,P0189,1,803043.44,803043.44
POL0003446,PO000617,P0143,1,194490.0,194490.0
POL0003447,PO000617,P0367,12,22.51,270.12
POL0003448,PO000617,P0462,1,162581.93,162581.93
POL0003449,PO000618,P0247,1,255976.23,255976.23
POL0003450,PO000618,P0079,1,1147387.79,1147387.79
POL0003451,PO000618,P0354,1,696871.38,696871.38
POL0003452,PO000618,P0013,1,263476.96,263476.96
POL0003453,PO000618,P0132,1,1262977.63,1262977.63
POL0003454,PO000619,P0378,56,26.52,1485.12
POL0003455,PO000619,P0202,91,68.38,6222.58
POL0003456,PO000619,P0086,51,265.9,13560.9
POL0003457,PO000619,P0024,93,33.42,3108.06
POL0003458,PO000619,P0388,10,28.25,282.5
POL0003459,PO000619,P0326,62,55.97,3470.14
POL0003460,PO000619,P0364,71,150.42,10679.82
POL0003461,PO000619,P0154,33,52.13,1720.29
POL0003462,PO000620,P0324,128,415.52,53186.56
POL0003463,PO000620,P0299,50,734.05,36702.5
POL0003464,PO000620,P0114,84,1261.73,105985.32
POL0003465,PO000620,P0231,37,376.46,13929.02
POL0003466,PO000620,P0273,33,274.37,9054.21
POL0003467,PO000620,P0112,5,640.28,3201.4
POL0003468,PO000620,P0190,92,31.99,2943.08
POL0003469,PO000620,P0323,104,257.07,26735.28
POL0003470,PO000621,P0465,11,7.62,83.82
POL0003471,PO000621,P0167,12,24.83,297.96
POL0003472,PO000621,P0138,32,55.62,1779.84
POL0003473,PO000621,P0402,8,7.59,60.72
POL0003474,PO000621,P0286,39,63.39,2472.21
POL0003475,PO000621,P0056,75,4.94,370.5
POL0003476,PO000621,P0290,69,16.13,1112.97
POL0003477,PO000622,P0388,9,28.25,254.25
POL0003478,PO000622,P0345,61,15.99,975.39
POL0003479,PO000622,P0086,43,265.9,11433.7
POL0003480,PO000622,P0120,12,25.08,300.96
POL0003481,PO000622,P0154,16,52.13,834.08
POL0003482,PO000623,P0365,1,13257784.06,13257784.06
POL0003483,PO000623,P0340,1,156840.33,156840.33
POL0003484,PO000623,P0194,1,164096.35,164096.35
POL0003485,PO000623,P0101,1,321872.75,321872.75
POL0003486,PO000623,P0110,1,864824.96,864824.96
POL0003487,PO000623,P0018,1,142309.25,142309.25
POL0003488,PO000623,P0336,20,59.66,1193.2
POL0003489,PO000624,P0235,1,211501.73,211501.73
POL0003490,PO000624,P0374,1,863078.52,863078.52
POL0003491,PO000624,P0110,1,790098.77,790098.77
POL0003492,PO000624,P0126,32,42.65,1364.8
POL0003493,PO000624,P0007,1,115484.88,115484.88
POL0003494,PO000625,P0176,84,105.73,8881.32
POL0003495,PO000625,P0295,56,11.6,649.6
POL0003496,PO000625,P0315,54,54.6,2948.4
POL0003497,PO000626,P0119,1,123412.4,123412.4
POL0003498,PO000626,P0491,1,214546.98,214546.98
POL0003499,PO000626,P0191,18,50.69,912.42
POL0003500,PO000626,P0167,70,24.27,1698.9
POL0003501,PO000626,P0109,1,235252.2,235252.2
POL0003502,PO000626,P0025,1,6751520.96,6751520.96
POL0003503,PO000626,P0019,1,148863.96,148863.96
POL0003504,PO000626,P0336,70,59.66,4176.2
POL0003505,PO000627,P0300,85,308.08,26186.8
POL0003506,PO000627,P0036,1,1120.94,1120.94
POL0003507,PO000627,P0275,50,627.32,31366.0
POL0003508,PO000628,P0110,1,864824.96,864824.96
POL0003509,PO000628,P0371,1,1280561.95,1280561.95
POL0003510,PO000628,P0069,1,16574921.51,16574921.51
POL0003511,PO000628,P0046,1,1475081.81,1475081.81
POL0003512,PO000629,P0259,16,221.66,3546.56
POL0003513,PO000629,P0320,1,50.65,50.65
POL0003514,PO000629,P0478,87,41.59,3618.33
POL0003515,PO000630,P0455,49,61.74,3025.26
POL0003516,PO000630,P0381,30,216.39,6491.7
POL0003517,PO000630,P0478,72,41.59,2994.48
POL0003518,PO000630,P0441,52,49.17,2556.84
POL0003519,PO000631,P0160,1,311680.89,311680.89
POL0003520,PO000631,P0016,1,1107982.97,1107982.97
POL0003521,PO000631,P0245,1,80377.76,80377.76
POL0003522,PO000631,P0377,1,250687.83,250687.83
POL0003523,PO000631,P0095,1,149209.8,149209.8
POL0003524,PO000631,P0012,1,7200852.27,7200852.27
POL0003525,PO000631,P0169,1,131953.11,131953.11
POL0003526,PO000631,P0124,1,293248.23,293248.23
POL0003527,PO000632,P0214,30,7.92,237.6
POL0003528,PO000632,P0464,51,12.66,645.66
POL0003529,PO000632,P0292,28,18.1,506.8
POL0003530,PO000632,P0392,56,6.65,372.4
POL0003531,PO000632,P0043,13,44.87,583.31
POL0003532,PO000633,P0455,19,61.86,1175.34
POL0003533,PO000633,P0388,5,28.25,141.25
POL0003534,PO000633,P0364,60,150.42,9025.2
POL0003535,PO000633,P0378,115,26.52,3049.8
POL0003536,PO000633,P0202,119,68.38,8137.22
POL0003537,PO000633,P0345,55,15.99,879.45
POL0003538,PO000634,P0455,22,61.74,1358.28
POL0003539,PO000634,P0154,6,50.37,302.22
POL0003540,PO000634,P0478,39,41.59,1622.01
POL0003541,PO000634,P0436,9,15.81,142.29
POL0003542,PO000634,P0441,25,49.17,1229.25
POL0003543,PO000634,P0400,44,100.44,4419.36
POL0003544,PO000634,P0259,33,221.66,7314.78
POL0003545,PO000634,P0381,43,216.39,9304.77
POL0003546,PO000635,P0275,48,703.31,33758.88
POL0003547,PO000635,P0327,69,17.08,1178.52
POL0003548,PO000635,P0486,20,1122.26,22445.2
POL0003549,PO000635,P0048,13,462.61,6013.93
POL0003550,PO000635,P0445,123,457.84,56314.32
POL0003551,PO000635,P0042,70,1554.8,108836.0
POL0003552,PO000635,P0429,34,444.14,15100.76
POL0003553,PO000636,P0356,131,121.36,15898.16
POL0003554,PO000636,P0239,84,100.23,8419.32
POL0003555,PO000636,P0115,27,85.41,2306.07
POL0003556,PO000637,P0475,1,206463.27,206463.27
POL0003557,PO000637,P0218,1,277521.72,277521.72
POL0003558,PO000637,P0243,1,253184.52,253184.52
POL0003559,PO000637,P0430,1,18504024.99,18504024.99
POL0003560,PO000637,P0460,1,526935.5,526935.5
POL0003561,PO000637,P0307,1,1168387.79,1168387.79
POL0003562,PO000637,P0310,1,282029.61,282029.61
POL0003563,PO000638,P0182,25,149.31,3732.75
POL0003564,PO000638,P0410,25,591.57,14789.25
POL0003565,PO000638,P0454,21,518.59,10890.39
POL0003566,PO000638,P0035,74,351.44,26006.56
POL0003567,PO000638,P0113,22,247.3,5440.6
POL0003568,PO000639,P0388,19,28.25,536.75
POL0003569,PO000639,P0484,96,121.88,11700.48
POL0003570,PO000639,P0120,18,25.08,451.44
POL0003571,PO000639,P0326,38,55.97,2126.86
POL0003572,PO000639,P0345,23,15.99,367.77
POL0003573,PO000640,P0092,1,1545480.99,1545480.99
POL0003574,PO000640,P0459,1,14328251.03,14328251.03
POL0003575,PO000640,P0321,1,16310573.64,16310573.64
POL0003576,PO000640,P0173,1,180804.17,180804.17
POL0003577,PO000640,P0485,1,129224.23,129224.23
