Inventory_ID,Hospital_ID,Warehouse_ID,Product_ID,Current_Stock,Reorder_Level,Safety_Stock,Maximum_Stock,Inventory_Value,Stock_Status
INV000802,H004,WH004,P0049,305,176,34,880,114744.05,In Stock
INV000803,H004,WH004,P0190,771,69,73,345,26969.58,In Stock
INV000804,H004,WH004,P0359,399,131,45,655,114094.05,In Stock
INV000805,H004,WH004,P0468,13,28,36,140,69011170.93,Low Stock
INV000806,H004,WH004,P0194,17,94,74,470,2814491.44,Low Stock
INV000807,H004,WH004,P0099,17,37,43,185,303338302.35,Low Stock
INV000808,H004,WH004,P0437,819,75,25,375,18763.29,In Stock
INV000809,H004,WH004,P0139,617,179,82,895,5435.77,In Stock
INV000810,H004,WH004,P0445,919,140,96,700,421030.66,In Stock
INV000811,H004,WH004,P0031,225,23,72,172,78376.5,In Stock
INV000812,H004,WH004,P0361,15,23,61,161,3400511.4,Low Stock
INV000813,H004,WH004,P0176,224,122,92,610,25029.76,In Stock
INV000814,H004,WH004,P0178,279,170,72,850,75597.84,In Stock
INV000815,H004,WH004,P0293,13,25,16,125,192356143.07,Low Stock
INV000816,H004,WH004,P0308,497,96,90,480,288543.29,In Stock
INV000817,H004,WH004,P0399,29,70,73,350,12657.63,Low Stock
INV000818,H004,WH004,P0220,12,101,68,505,102505652.04,Low Stock
INV000819,H004,WH004,P0263,344,30,81,181,87345.04,In Stock
INV000820,H004,WH004,P0232,12,82,74,410,2134564.32,Low Stock
INV000821,H004,WH004,P0225,741,44,63,220,66667.77,In Stock
INV000822,H004,WH004,P0186,169,22,78,178,11395.67,In Stock
INV000823,H004,WH004,P0230,860,82,40,410,39869.6,In Stock
INV000824,H004,WH004,P0336,478,43,83,215,29650.34,In Stock
INV000825,H004,WH004,P0278,4,60,51,300,65370786.0,Low Stock
INV000826,H004,WH004,P0444,637,144,87,720,62655.32,In Stock
INV000827,H004,WH004,P0303,17,67,40,335,9057477.77,Low Stock
INV000828,H004,WH004,P0123,27,188,86,940,676.89,Low Stock
INV000829,H004,WH004,P0482,928,34,22,170,196429.76,In Stock
INV000830,H004,WH004,P0410,403,144,28,720,238483.31,In Stock
INV000831,H004,WH004,P0266,606,98,84,490,174406.8,In Stock
INV000832,H004,WH004,P0272,577,30,91,191,924515.56,In Stock
INV000833,H004,WH004,P0152,678,104,10,520,7213.92,In Stock
INV000834,H004,WH004,P0120,27,43,43,215,757.62,Low Stock
INV000835,H004,WH004,P0418,85,170,91,850,1334.5,Low Stock
INV000836,H004,WH004,P0223,658,161,79,805,953803.9,In Stock
INV000837,H004,WH004,P0057,438,71,71,355,7975.98,In Stock
INV000838,H004,WH004,P0446,138,112,92,560,47498.22,In Stock
INV000839,H004,WH004,P0240,14,109,37,545,219038281.56,Low Stock
INV000840,H004,WH004,P0317,186,119,52,595,51845.64,In Stock
INV000841,H004,WH004,P0371,1,66,93,330,1377818.51,Low Stock
INV000842,H004,WH004,P0358,266,58,28,290,5748.26,In Stock
INV000843,H004,WH004,P0439,12,67,16,335,2456457.12,Low Stock
INV000844,H004,WH004,P0490,10,180,19,900,3137173.4,Low Stock
INV000845,H004,WH004,P0337,216,20,77,177,2319.84,In Stock
INV000846,H004,WH004,P0061,14,57,88,285,3039474.76,Low Stock
INV000847,H004,WH004,P0461,334,153,51,765,14659.26,In Stock
INV000848,H004,WH004,P0429,345,164,92,820,158437.8,In Stock
INV000849,H004,WH004,P0313,779,33,44,165,219124.91,In Stock
INV000850,H004,WH004,P0484,900,187,23,935,112230.0,In Stock
INV000851,H004,WH004,P0093,388,30,33,150,343015.28,In Stock
INV000852,H004,WH004,P0462,8,71,34,355,1328389.44,Low Stock
INV000853,H004,WH004,P0331,770,109,42,545,8747.2,In Stock
INV000854,H004,WH004,P0066,974,148,40,740,414846.08,In Stock
INV000855,H004,WH004,P0193,851,112,97,560,551371.41,In Stock
INV000856,H004,WH004,P0448,431,165,52,825,217142.11,In Stock
INV000857,H004,WH004,P0276,8,62,97,310,1031518.96,Low Stock
INV000858,H004,WH004,P0323,854,47,89,235,231767.06,In Stock
INV000859,H004,WH004,P0095,2,151,83,755,308709.26,Low Stock
INV000860,H004,WH004,P0003,481,29,21,145,363082.85,In Stock
INV000861,H004,WH004,P0080,19,163,35,815,1177.05,Low Stock
INV000862,H004,WH004,P0436,767,22,97,197,12279.67,In Stock
INV000863,H004,WH004,P0135,552,80,36,400,101292.0,In Stock
INV000864,H004,WH004,P0326,53,71,78,355,3268.51,Low Stock
INV000865,H004,WH004,P0463,974,199,47,995,30719.96,In Stock
INV000866,H004,WH004,P0285,358,84,78,420,5033.48,In Stock
INV000867,H004,WH004,P0296,7,113,89,565,49041304.55,Low Stock
INV000868,H004,WH004,P0239,665,47,91,235,67830.0,In Stock
INV000869,H004,WH004,P0118,70,20,52,152,4020.1,In Stock
INV000870,H004,WH004,P0432,20,123,67,615,308713642.4,Low Stock
INV000871,H004,WH004,P0357,41,46,31,230,792.94,Low Stock
INV000872,H004,WH004,P0265,772,160,90,800,918556.48,In Stock
INV000873,H004,WH004,P0208,31,70,57,350,26327.06,Low Stock
INV000874,H004,WH004,P0478,972,134,30,670,46578.24,In Stock
INV000875,H004,WH004,P0281,253,101,57,505,22585.31,In Stock
INV000876,H004,WH004,P0394,204,188,11,940,2427.6,In Stock
INV000877,H004,WH004,P0474,0,200,68,1000,0.0,Out of Stock
INV000878,H004,WH004,P0033,636,176,82,880,332195.52,In Stock
INV000879,H004,WH004,P0165,156,123,93,615,15462.72,In Stock
INV000880,H004,WH004,P0329,244,142,22,710,396514.64,In Stock
INV000881,H004,WH004,P0449,129,175,11,875,8048.31,Low Stock
INV000882,H004,WH004,P0162,15,184,46,920,244350302.1,Low Stock
INV000883,H004,WH004,P0163,3,160,26,800,264978.21,Low Stock
INV000884,H004,WH004,P0108,577,188,93,940,43898.16,In Stock
INV000885,H004,WH004,P0054,970,78,70,390,6023.7,In Stock
INV000886,H004,WH004,P0299,223,122,43,610,182043.82,In Stock
INV000887,H004,WH004,P0187,476,100,92,500,56981.96,In Stock
INV000888,H004,WH004,P0390,716,142,72,710,42430.16,In Stock
INV000889,H004,WH004,P0320,262,131,39,655,13519.2,In Stock
INV000890,H004,WH004,P0362,785,148,90,740,16343.7,In Stock
INV000891,H004,WH004,P0136,377,146,58,730,24275.03,In Stock
INV000892,H004,WH004,P0124,5,146,29,730,1478958.05,Low Stock
INV000893,H004,WH004,P0471,19,175,26,875,3998214.08,Low Stock
INV000894,H004,WH004,P0126,621,154,74,770,26640.9,In Stock
INV000895,H004,WH004,P0259,986,183,38,915,252554.04,In Stock
INV000896,H004,WH004,P0289,765,99,91,495,80776.35,In Stock
INV000897,H004,WH004,P0098,735,86,20,430,84576.45,In Stock
INV000898,H004,WH004,P0354,3,97,100,485,2247137.79,Low Stock
INV000899,H004,WH004,P0128,5,194,98,970,84847539.05,Low Stock
INV000900,H004,WH004,P0498,987,181,95,905,940976.19,In Stock
INV000901,H004,WH004,P0034,318,136,97,680,6137.4,In Stock
INV000902,H004,WH004,P0404,3,62,79,310,365748.96,Low Stock
INV000903,H004,WH004,P0041,592,141,25,705,68932.48,In Stock
INV000904,H004,WH004,P0365,0,185,63,925,0.0,Out of Stock
INV000905,H004,WH004,P0309,951,157,10,785,757975.53,In Stock
INV000906,H004,WH004,P0287,319,104,20,520,4357.54,In Stock
INV000907,H004,WH004,P0010,589,115,22,575,186707.11,In Stock
INV000908,H004,WH004,P0105,12,89,54,445,16485652.32,Low Stock
INV000909,H004,WH004,P0453,406,93,28,465,29962.8,In Stock
INV000910,H004,WH004,P0137,964,31,88,188,1232965.64,In Stock
INV000911,H004,WH004,P0339,6,197,33,985,577602.78,Low Stock
INV000912,H004,WH004,P0138,77,173,28,865,4372.06,Low Stock
INV000913,H004,WH004,P0222,18,83,62,415,5276946.6,Low Stock
INV000914,H004,WH004,P0294,707,47,76,235,412576.92,In Stock
INV000915,H004,WH004,P0481,850,151,100,755,19873.0,In Stock
INV000916,H004,WH004,P0373,642,61,35,305,273241.62,In Stock
INV000917,H004,WH004,P0420,7,32,61,161,1718095.82,Low Stock
INV000918,H004,WH004,P0023,104,92,59,460,9544.08,In Stock
INV000919,H004,WH004,P0297,713,23,41,141,10338.5,In Stock
INV000920,H004,WH004,P0378,791,177,55,885,21317.45,In Stock
INV000921,H004,WH004,P0158,308,150,50,750,24104.08,In Stock
INV000922,H004,WH004,P0084,870,184,94,920,178402.2,In Stock
INV000923,H004,WH004,P0352,700,52,52,260,186025.0,In Stock
INV000924,H004,WH004,P0012,19,194,78,970,153698233.11,Low Stock
INV000925,H004,WH004,P0107,824,151,70,755,549228.96,In Stock
INV000926,H004,WH004,P0004,3,81,21,405,648538.77,Low Stock
INV000927,H004,WH004,P0244,815,146,80,730,37677.45,In Stock
INV000928,H004,WH004,P0479,579,64,14,320,11284.71,In Stock
INV000929,H004,WH004,P0021,801,37,21,185,11149.92,In Stock
INV000930,H004,WH004,P0421,42,68,70,340,2044.56,Low Stock
INV000931,H004,WH004,P0115,355,31,68,168,31204.5,In Stock
INV000932,H004,WH004,P0062,545,188,54,940,9221.4,In Stock
INV000933,H004,WH004,P0188,438,154,40,770,9933.84,In Stock
INV000934,H004,WH004,P0081,677,51,60,255,9444.15,In Stock
INV000935,H004,WH004,P0267,379,134,74,670,17259.66,In Stock
INV000936,H004,WH004,P0298,70,36,91,191,6113.1,In Stock
INV000937,H004,WH004,P0305,16,70,28,350,21661438.24,Low Stock
INV000938,H004,WH004,P0311,663,77,23,385,141802.44,In Stock
INV000939,H004,WH004,P0014,10,83,33,415,1414690.0,Low Stock
INV000940,H004,WH004,P0030,0,58,20,290,0.0,Out of Stock
INV000941,H004,WH004,P0460,13,110,18,550,7982146.64,Low Stock
INV000942,H004,WH004,P0177,15,99,12,495,2301183.6,Low Stock
INV000943,H004,WH004,P0016,3,107,67,535,3430953.81,Low Stock
INV000944,H004,WH004,P0235,13,79,67,395,2991043.25,Low Stock
INV000945,H004,WH004,P0428,983,67,63,335,112553.5,In Stock
INV000946,H004,WH004,P0487,370,139,34,695,25326.5,In Stock
INV000947,H004,WH004,P0395,650,84,87,420,50121.5,In Stock
INV000948,H004,WH004,P0202,912,62,52,310,71409.6,In Stock
INV000949,H004,WH004,P0086,848,144,30,720,244334.24,In Stock
INV000950,H004,WH004,P0097,470,128,19,640,328901.3,In Stock
INV000951,H004,WH004,P0310,4,139,20,695,1256877.88,Low Stock
INV000952,H004,WH004,P0318,13,181,98,905,111637711.77,Low Stock
INV000953,H004,WH004,P0247,5,124,46,620,1399716.75,Low Stock
INV000954,H004,WH004,P0430,16,33,73,173,304126044.96,Low Stock
INV000955,H004,WH004,P0346,20,148,31,740,6545592.2,Low Stock
INV000956,H004,WH004,P0236,276,79,25,395,1548.36,In Stock
INV000957,H004,WH004,P0035,630,122,60,610,253052.1,In Stock
INV000958,H004,WH004,P0174,827,52,97,260,71072.38,In Stock
INV000959,H004,WH004,P0466,941,40,29,200,6699.92,In Stock
INV000960,H004,WH004,P0366,551,193,33,965,5273.07,In Stock
INV000961,H004,WH004,P0368,793,82,61,410,48008.22,In Stock
INV000962,H004,WH004,P0348,15,172,98,860,1523545.35,Low Stock
INV000963,H004,WH004,P0465,476,146,57,730,3798.48,In Stock
INV000964,H004,WH004,P0142,446,138,69,690,43132.66,In Stock
INV000965,H004,WH004,P0122,18,97,90,485,2253125.7,Low Stock
INV000966,H004,WH004,P0327,274,47,41,235,5285.46,In Stock
INV000967,H004,WH004,P0441,330,137,95,685,16909.2,In Stock
INV000968,H004,WH004,P0028,7,55,65,275,6028336.09,Low Stock
INV000969,H004,WH004,P0469,850,170,82,850,18972.0,In Stock
INV000970,H004,WH004,P0243,2,67,89,335,552027.08,Low Stock
INV000971,H004,WH004,P0364,285,130,99,650,43086.3,In Stock
INV000972,H004,WH004,P0370,14,179,62,895,2203362.84,Low Stock
INV000973,H004,WH004,P0450,249,169,64,845,1996.98,In Stock
INV000974,H004,WH004,P0065,14,69,37,345,4856689.18,Low Stock
INV000975,H004,WH004,P0431,18,50,63,250,230981587.02,Low Stock
INV000976,H004,WH004,P0181,624,41,80,205,13777.92,In Stock
INV000977,H004,WH004,P0249,684,113,92,565,7667.64,In Stock
INV000978,H004,WH004,P0219,388,197,29,985,99196.08,In Stock
INV000979,H004,WH004,P0406,344,190,47,950,3925.04,In Stock
INV000980,H004,WH004,P0422,0,35,74,175,0.0,Out of Stock
INV000981,H004,WH004,P0013,15,139,84,695,4481439.3,Low Stock
INV000982,H004,WH004,P0312,871,51,52,255,51023.18,In Stock
INV000983,H004,WH004,P0440,332,41,47,205,5514.52,In Stock
INV000984,H004,WH004,P0214,186,87,98,435,1688.88,In Stock
INV000985,H004,WH004,P0367,499,100,43,500,11511.93,In Stock
INV000986,H004,WH004,P0156,217,91,23,455,59418.94,In Stock
INV000987,H004,WH004,P0499,363,50,42,250,19456.8,In Stock
INV000988,H004,WH004,P0006,816,167,84,835,47197.44,In Stock
INV000989,H004,WH004,P0221,264,151,35,755,4424.64,In Stock
INV000990,H004,WH004,P0183,348,52,90,260,216717.0,In Stock
INV000991,H004,WH004,P0338,286,21,54,154,10667.8,In Stock
INV000992,H004,WH004,P0389,19,91,55,455,1528705.04,Low Stock
INV000993,H004,WH004,P0426,718,45,93,225,585155.64,In Stock
INV000994,H004,WH004,P0055,901,179,88,895,36274.26,In Stock
INV000995,H004,WH004,P0074,282,47,81,235,4294.86,In Stock
INV000996,H004,WH004,P0486,569,63,66,315,668563.62,In Stock
INV000997,H004,WH004,P0274,10,187,27,935,6760.3,Low Stock
INV000998,H004,WH004,P0229,529,85,43,425,45150.15,In Stock
INV000999,H004,WH004,P0375,6,141,75,705,4598859.0,Low Stock
INV001000,H004,WH004,P0270,87,141,61,705,45112.98,Low Stock
INV001001,H005,WH005,P0160,13,161,80,805,4291137.37,Low Stock
INV001002,H005,WH005,P0042,500,142,71,710,824470.0,In Stock
INV001003,H005,WH005,P0113,568,61,17,305,153337.28,In Stock
INV001004,H005,WH005,P0234,7,46,10,230,1739237.22,Low Stock
INV001005,H005,WH005,P0333,15,93,89,465,16783614.15,Low Stock
INV001006,H005,WH005,P0134,661,141,42,705,964597.3,In Stock
INV001007,H005,WH005,P0131,15,24,90,190,8490216.15,Low Stock
INV001008,H005,WH005,P0062,458,188,54,940,7749.36,In Stock
INV001009,H005,WH005,P0411,811,180,26,900,329817.48,In Stock
INV001010,H005,WH005,P0392,17,118,17,590,123.93,Low Stock
INV001011,H005,WH005,P0344,95,42,64,210,610.85,In Stock
INV001012,H005,WH005,P0393,301,55,77,275,489997.9,In Stock
INV001013,H005,WH005,P0271,226,130,56,650,195969.12,In Stock
INV001014,H005,WH005,P0291,414,126,75,630,11989.44,In Stock
INV001015,H005,WH005,P0201,708,135,50,675,46041.24,In Stock
INV001016,H005,WH005,P0142,249,138,69,690,24080.79,In Stock
INV001017,H005,WH005,P0208,313,70,57,350,265818.38,In Stock
INV001018,H005,WH005,P0384,18,77,28,385,3405129.84,Low Stock
INV001019,H005,WH005,P0441,377,137,95,685,19317.48,In Stock
INV001020,H005,WH005,P0186,484,22,78,178,32636.12,In Stock
INV001021,H005,WH005,P0231,566,103,18,515,245010.08,In Stock
INV001022,H005,WH005,P0232,16,82,74,410,2846085.76,Low Stock
INV001023,H005,WH005,P0422,11,35,74,175,181387344.6,Low Stock
INV001024,H005,WH005,P0252,435,137,30,685,2962.35,In Stock
INV001025,H005,WH005,P0009,763,163,97,815,458906.35,In Stock
INV001026,H005,WH005,P0115,563,31,68,168,49487.7,In Stock
INV001027,H005,WH005,P0458,338,72,42,360,215924.54,In Stock
INV001028,H005,WH005,P0016,11,107,67,535,12580163.97,Low Stock
INV001029,H005,WH005,P0197,14,67,38,335,174110593.16,Low Stock
INV001030,H005,WH005,P0261,277,122,76,610,171055.81,In Stock
INV001031,H005,WH005,P0289,313,99,91,495,33049.67,In Stock
INV001032,H005,WH005,P0140,257,144,44,720,66331.7,In Stock
INV001033,H005,WH005,P0420,7,32,61,161,1718095.82,Low Stock
INV001034,H005,WH005,P0130,123,116,67,580,4729.35,In Stock
INV001035,H005,WH005,P0304,738,23,88,188,212507.1,In Stock
INV001036,H005,WH005,P0320,197,131,39,655,10165.2,In Stock
INV001037,H005,WH005,P0036,323,35,34,175,413930.96,In Stock
INV001038,H005,WH005,P0211,3,180,61,900,531129.0,Low Stock
INV001039,H005,WH005,P0457,760,99,87,495,370560.8,In Stock
INV001040,H005,WH005,P0462,17,71,34,355,2822827.56,Low Stock
INV001041,H005,WH005,P0198,5,190,17,950,754474.7,Low Stock
INV001042,H005,WH005,P0178,196,170,72,850,53108.16,In Stock
INV001043,H005,WH005,P0003,221,29,21,145,166821.85,In Stock
INV001044,H005,WH005,P0035,756,122,60,610,303662.52,In Stock
INV001045,H005,WH005,P0379,495,117,61,585,9246.6,In Stock
INV001046,H005,WH005,P0151,283,56,63,280,12536.9,In Stock
INV001047,H005,WH005,P0372,741,145,23,725,12352.47,In Stock
INV001048,H005,WH005,P0269,18,134,89,670,2863735.74,Low Stock
INV001049,H005,WH005,P0358,1000,58,28,290,21610.0,In Stock
INV001050,H005,WH005,P0251,16,128,24,640,5238000.48,Low Stock
INV001051,H005,WH005,P0467,611,91,76,455,8529.56,In Stock
INV001052,H005,WH005,P0015,289,167,48,835,70793.44,In Stock
INV001053,H005,WH005,P0075,102,30,22,150,43273.5,In Stock
INV001054,H005,WH005,P0038,852,20,82,182,11936.52,In Stock
INV001055,H005,WH005,P0485,6,85,59,425,810396.78,Low Stock
INV001056,H005,WH005,P0228,303,95,47,475,19658.64,In Stock
INV001057,H005,WH005,P0288,7,177,16,885,833756.28,Low Stock
INV001058,H005,WH005,P0255,369,153,31,765,175703.04,In Stock
INV001059,H005,WH005,P0143,5,160,35,800,1052094.3,Low Stock
INV001060,H005,WH005,P0171,309,25,62,162,2743.92,In Stock
INV001061,H005,WH005,P0119,0,91,74,455,0.0,Out of Stock
INV001062,H005,WH005,P0256,725,70,48,350,658872.75,In Stock
INV001063,H005,WH005,P0305,17,70,28,350,23015278.13,Low Stock
INV001064,H005,WH005,P0045,129,57,98,285,51936.69,In Stock
INV001065,H005,WH005,P0444,280,144,87,720,27540.8,In Stock
INV001066,H005,WH005,P0286,46,87,58,435,3251.28,Low Stock
INV001067,H005,WH005,P0303,1,67,40,335,532792.81,Low Stock
INV001068,H005,WH005,P0473,17,33,14,165,2367096.49,Low Stock
INV001069,H005,WH005,P0361,9,23,61,161,2040306.84,Low Stock
INV001070,H005,WH005,P0080,714,163,35,815,44232.3,In Stock
INV001071,H005,WH005,P0403,4,56,99,280,637624.04,Low Stock
INV001072,H005,WH005,P0029,653,111,97,555,10448.0,In Stock
INV001073,H005,WH005,P0302,889,31,17,155,26589.99,In Stock
INV001074,H005,WH005,P0465,770,146,57,730,6144.6,In Stock
INV001075,H005,WH005,P0154,502,84,57,420,26570.86,In Stock
INV001076,H005,WH005,P0010,105,115,22,575,33283.95,Low Stock
INV001077,H005,WH005,P0342,893,48,91,240,96336.84,In Stock
INV001078,H005,WH005,P0335,0,108,70,540,0.0,Out of Stock
INV001079,H005,WH005,P0306,18,175,92,875,2986005.6,Low Stock
INV001080,H005,WH005,P0307,9,126,88,630,12076881.48,Low Stock
INV001081,H005,WH005,P0308,480,96,90,480,278673.6,In Stock
INV001082,H005,WH005,P0124,15,146,29,730,4436874.15,Low Stock
INV001083,H005,WH005,P0330,451,95,50,475,141438.11,In Stock
INV001084,H005,WH005,P0400,348,132,95,660,35941.44,In Stock
INV001085,H005,WH005,P0065,5,69,37,345,1734531.85,Low Stock
INV001086,H005,WH005,P0039,988,177,13,885,591614.4,In Stock
INV001087,H005,WH005,P0277,52,36,54,180,24673.48,In Stock
INV001088,H005,WH005,P0394,258,188,11,940,3070.2,In Stock
INV001089,H005,WH005,P0179,963,134,41,670,324116.91,In Stock
INV001090,H005,WH005,P0099,15,37,43,185,267651443.25,Low Stock
INV001091,H005,WH005,P0343,116,180,51,900,21622.4,Low Stock
INV001092,H005,WH005,P0106,841,29,11,145,133020.97,In Stock
INV001093,H005,WH005,P0222,2,83,62,415,586327.4,Low Stock
INV001094,H005,WH005,P0296,12,113,89,565,84070807.8,Low Stock
INV001095,H005,WH005,P0177,15,99,12,495,2301183.6,Low Stock
INV001096,H005,WH005,P0025,2,35,37,175,13512873.84,Low Stock
INV001097,H005,WH005,P0018,18,107,29,535,2842943.04,Low Stock
INV001098,H005,WH005,P0413,644,92,65,460,248899.56,In Stock
INV001099,H005,WH005,P0216,702,26,39,139,305573.58,In Stock
INV001100,H005,WH005,P0409,54,194,52,970,16755.12,Low Stock
INV001101,H005,WH005,P0352,155,52,52,260,41191.25,In Stock
INV001102,H005,WH005,P0111,152,123,54,615,1212.96,In Stock
INV001103,H005,WH005,P0169,18,69,41,345,2737927.62,Low Stock
INV001104,H005,WH005,P0046,9,155,48,775,15195505.68,Low Stock
INV001105,H005,WH005,P0417,2,104,34,520,429263.38,Low Stock
INV001106,H005,WH005,P0098,254,86,20,430,29227.78,In Stock
INV001107,H005,WH005,P0396,121,67,67,335,166797.29,In Stock
INV001108,H005,WH005,P0238,17,134,87,670,27641414.01,Low Stock
INV001109,H005,WH005,P0032,782,92,10,460,13121.96,In Stock
INV001110,H005,WH005,P0437,426,75,25,375,9759.66,In Stock
INV001111,H005,WH005,P0002,620,113,84,565,1005187.4,In Stock
INV001112,H005,WH005,P0138,610,173,28,865,34635.8,In Stock
INV001113,H005,WH005,P0314,809,195,76,975,41259.0,In Stock
INV001114,H005,WH005,P0203,633,28,49,149,19705.29,In Stock
INV001115,H005,WH005,P0221,231,151,35,755,3871.56,In Stock
INV001116,H005,WH005,P0240,16,109,37,545,250329464.64,Low Stock
INV001117,H005,WH005,P0480,389,161,13,805,44847.81,In Stock
INV001118,H005,WH005,P0017,461,50,75,250,40899.92,In Stock
INV001119,H005,WH005,P0183,930,52,90,260,579157.5,In Stock
INV001120,H005,WH005,P0275,453,69,26,345,330028.62,In Stock
INV001121,H005,WH005,P0120,304,43,43,215,8530.24,In Stock
INV001122,H005,WH005,P0188,880,154,40,770,19958.4,In Stock
INV001123,H005,WH005,P0274,602,187,27,935,406970.06,In Stock
INV001124,H005,WH005,P0245,13,45,60,225,1179829.04,Low Stock
INV001125,H005,WH005,P0334,312,27,65,165,18018.0,In Stock
INV001126,H005,WH005,P0329,582,142,22,710,945784.92,In Stock
INV001127,H005,WH005,P0150,19,20,72,172,2388526.29,Low Stock
INV001128,H005,WH005,P0092,1,48,39,240,1749007.13,Low Stock
INV001129,H005,WH005,P0301,19,152,73,760,221469957.83,Low Stock
INV001130,H005,WH005,P0264,983,190,51,950,19807.45,In Stock
INV001131,H005,WH005,P0136,757,146,58,730,48743.23,In Stock
INV001132,H005,WH005,P0382,101,120,69,600,10031.32,Low Stock
INV001133,H005,WH005,P0023,970,92,59,460,89016.9,In Stock
INV001134,H005,WH005,P0348,6,172,98,860,609418.14,Low Stock
INV001135,H005,WH005,P0173,20,35,73,175,3643103.2,Low Stock
INV001136,H005,WH005,P0087,216,200,65,1000,14927.76,In Stock
INV001137,H005,WH005,P0079,8,142,74,710,9546168.56,Low Stock
INV001138,H005,WH005,P0472,676,71,33,355,72670.0,In Stock
INV001139,H005,WH005,P0060,83,58,85,290,74328.16,In Stock
INV001140,H005,WH005,P0323,160,47,89,235,43422.4,In Stock
INV001141,H005,WH005,P0164,245,92,48,460,136445.4,In Stock
INV001142,H005,WH005,P0181,177,41,80,205,3908.16,In Stock
INV001143,H005,WH005,P0405,17,21,30,130,305033812.14,Low Stock
INV001144,H005,WH005,P0355,76,59,41,295,1662.12,In Stock
INV001145,H005,WH005,P0478,160,134,30,670,7667.2,In Stock
INV001146,H005,WH005,P0477,2,184,21,920,131.0,Low Stock
INV001147,H005,WH005,P0225,418,44,63,220,37607.46,In Stock
INV001148,H005,WH005,P0083,14,191,48,955,1915448.92,Low Stock
INV001149,H005,WH005,P0044,19,61,76,305,4197202.79,Low Stock
INV001150,H005,WH005,P0067,481,159,63,795,199085.9,In Stock
INV001151,H005,WH005,P0085,298,139,38,695,2127.72,In Stock
INV001152,H005,WH005,P0066,33,148,40,740,14055.36,Low Stock
INV001153,H005,WH005,P0369,237,84,64,420,54073.92,In Stock
INV001154,H005,WH005,P0082,9,191,40,955,1203449.13,Low Stock
INV001155,H005,WH005,P0227,723,178,96,890,20229.54,In Stock
INV001156,H005,WH005,P0070,289,156,29,780,6748.15,In Stock
INV001157,H005,WH005,P0209,14,69,51,345,23735016.76,Low Stock
INV001158,H005,WH005,P0381,72,47,38,235,15747.84,In Stock
INV001159,H005,WH005,P0474,7,200,68,1000,6863663.03,Low Stock
INV001160,H005,WH005,P0318,8,181,98,905,68700130.32,Low Stock
INV001161,H005,WH005,P0469,806,170,82,850,17989.92,In Stock
INV001162,H005,WH005,P0145,20,149,67,745,1859978.4,Low Stock
INV001163,H005,WH005,P0360,603,91,36,455,16015.68,In Stock
INV001164,H005,WH005,P0061,6,57,88,285,1302632.04,Low Stock
INV001165,H005,WH005,P0359,435,131,45,655,124388.25,In Stock
INV001166,H005,WH005,P0284,117,182,56,910,183487.59,Low Stock
INV001167,H005,WH005,P0455,557,108,78,540,36489.07,In Stock
INV001168,H005,WH005,P0093,230,30,33,150,203333.8,In Stock
INV001169,H005,WH005,P0064,663,154,27,770,389114.7,In Stock
INV001170,H005,WH005,P0363,152,85,87,425,11713.12,In Stock
INV001171,H005,WH005,P0095,8,151,83,755,1234837.04,Low Stock
INV001172,H005,WH005,P0434,846,125,80,625,66622.5,In Stock
INV001173,H005,WH005,P0278,4,60,51,300,65370786.0,Low Stock
INV001174,H005,WH005,P0213,73,175,53,875,4058.8,Low Stock
INV001175,H005,WH005,P0430,1,33,73,173,19007877.81,Low Stock
INV001176,H005,WH005,P0012,5,194,78,970,40446903.45,Low Stock
INV001177,H005,WH005,P0259,811,183,38,915,207729.54,In Stock
INV001178,H005,WH005,P0247,9,124,46,620,2519490.15,Low Stock
INV001179,H005,WH005,P0346,19,148,31,740,6218312.59,Low Stock
INV001180,H005,WH005,P0059,18,41,30,205,2668243.68,Low Stock
INV001181,H005,WH005,P0362,943,148,90,740,19633.26,In Stock
INV001182,H005,WH005,P0297,295,23,41,141,4277.5,In Stock
INV001183,H005,WH005,P0235,14,79,67,395,3221123.5,Low Stock
INV001184,H005,WH005,P0337,127,20,77,177,1363.98,In Stock
INV001185,H005,WH005,P0388,479,193,33,965,15078.92,In Stock
INV001186,H005,WH005,P0427,705,99,81,495,341523.15,In Stock
INV001187,H005,WH005,P0175,9,75,21,375,10691940.69,Low Stock
INV001188,H005,WH005,P0353,12,198,40,990,2271109.92,Low Stock
INV001189,H005,WH005,P0001,965,186,16,930,18547.3,In Stock
INV001190,H005,WH005,P0020,278,107,98,535,111514.14,In Stock
INV001191,H005,WH005,P0147,512,112,26,560,482170.88,In Stock
INV001192,H005,WH005,P0137,552,31,88,188,706013.52,In Stock
INV001193,H005,WH005,P0126,505,154,74,770,21664.5,In Stock
INV001194,H005,WH005,P0072,14,58,32,290,70825821.22,Low Stock
INV001195,H005,WH005,P0445,82,140,96,700,37567.48,Low Stock
INV001196,H005,WH005,P0236,612,79,25,395,3433.32,In Stock
INV001197,H005,WH005,P0196,40,95,23,475,1916.4,Low Stock
INV001198,H005,WH005,P0287,910,104,20,520,12430.6,In Stock
INV001199,H005,WH005,P0454,442,90,80,450,243444.76,In Stock
INV001200,H005,WH005,P0184,752,198,24,990,61859.52,In Stock
INV001201,H005,WH005,P0273,330,150,20,750,100141.8,In Stock
INV001202,H005,WH005,P0499,618,50,42,250,33124.8,In Stock
INV001203,H005,WH005,P0163,8,160,26,800,706608.56,Low Stock
